permit_number,app_year,species_code,lake_parent_name,lake_id,county,fk_PAR_ID,fk_Treatment_ID,pesticide_trade_name,supplier,,applicator_company_name,start_date,end_date,treatment_size,average_depth,rate_low,rate_high,rate_units,amount_total,amount_units,water_temp_low,water_temp_high,wind_speed_low,wind_speed_high,wind_direction,air_temp,temp_nos,grant_prgm ,PAR_comments
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.172,8,2.84,2.84,gal/acre-ft,3.91,gal,55,55,1,1,S,40,,Y,"8 of 28. wind speed ""light"" but has a direction"
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.34,8,2.84,2.84,gal/acre-ft,7.72,gal,55,55,1,1,S,40,,Y,"9 of 28. wind speed ""light"" but has a direction"
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.91,8,2.84,2.84,gal/acre-ft,20.68,gal,55,55,3,3,SE,42,,Y,10 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.58,8,2.84,2.84,gal/acre-ft,13.18,gal,55,55,3,3,SE,42,,Y,11 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.43,8,2.84,2.84,gal/acre-ft,9.77,gal,56,56,3,3,SE,60,,Y,12 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.129,8,2.84,2.84,gal/acre-ft,2.93,gal,55,55,3,3,SE,42,,Y,13 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.55,12,2.84,2.84,gal/acre-ft,18.74,gal,55,55,5,5,SE,60,,Y,14 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.27,12,2.84,2.84,gal/acre-ft,9.2,gal,56,56,3,3,SE,56,,Y,15 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,2.13,10,2.84,2.84,gal/acre-ft,60.49,gal,55,55,5,5,SE,45,,Y,16 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.58,12,2.84,2.84,gal/acre-ft,19.77,gal,56,56,6,6,SE,47,,Y,17 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,1.09,10,2.84,2.84,gal/acre-ft,30.96,gal,56,56,5,5,SE,50,,Y,18 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.3,10,2.84,2.84,gal/acre-ft,8.52,gal,56,56,3,3,SE,60,,Y,19 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.17,8,2.84,2.84,gal/acre-ft,3.86,gal,56,56,3,3,SE,56,,Y,20 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.16,8,2.84,2.84,gal/acre-ft,3.64,gal,56,56,2,2,SE,60,,Y,21 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.137,6,2.84,2.84,gal/acre-ft,2.33,gal,56,56,5,5,SE,60,,Y,22 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.688,10,2.84,2.84,gal/acre-ft,19.54,gal,56,56,3,3,SE,60,,Y,23 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.619,8,2.84,2.84,gal/acre-ft,14.06,gal,56,56,5,5,SE,60,,Y,24 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.19,8,2.84,2.84,gal/acre-ft,4.32,gal,56,56,2,2,SE,60,,Y,25 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,2.29,8,2.84,2.84,gal/acre-ft,52.03,gal,55,55,4,4,SE,45,,Y,26 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.13,6,2.84,2.84,gal/acre-ft,2.22,gal,56,56,5,5,SE,60,,Y,27 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/8/2020,10/8/2020,0.15,8,2.84,2.84,gal/acre-ft,3.41,gal,56,56,1,1,SE,62,,Y,28 of 28
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.3,10,2.84,2.84,gal/acre-ft,8.52,gal,56,56,3,3,SW,54,,Y,1 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.87,10,2.84,2.84,gal/acre-ft,24.71,gal,56,56,7,7,SSW,54,,Y,2 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.82,14,2.84,2.84,gal/acre-ft,32.6,gal,56,56,4,4,SW,62,,Y,3 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.08,8,2.84,2.84,gal/acre-ft,1.82,gal,56,56,3,3,SW,54,,Y,4 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.344,8,2.84,2.84,gal/acre-ft,7.82,gal,56,56,5,5,SSW,54,,Y,5 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.55,10,2.84,2.84,gal/acre-ft,15.62,gal,56,56,1,1,SW,58,,Y,6 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.8,8,2.84,2.84,gal/acre-ft,18.18,gal,56,56,5,5,SW,56,,Y,7 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.72,8,2.84,2.84,gal/acre-ft,16.36,gal,56,56,4,4,SW,60,,Y,8 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.51,8,2.84,2.84,gal/acre-ft,11.59,gal,56,56,3,3,SW,60,,Y,9 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/9/2020,10/9/2020,0.5,8,2.84,2.84,gal/acre-ft,11.36,gal,56,56,4,4,SW,60,,Y,10 of 10
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.14,8,2.84,2.84,gal/acre-ft,3.18,gal,49,49,4,4,S,28,,Y,1 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.286,12,2.84,2.84,gal/acre-ft,9.75,gal,49,49,4,4,S,28,,Y,2 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.08,8,2.84,2.84,gal/acre-ft,1.82,gal,50,50,1,1,S,30,,Y,3 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.17,8,2.84,2.84,gal/acre-ft,3.86,gal,50,50,5,5,S,30,,Y,4 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.49,8,2.84,2.84,gal/acre-ft,11.13,gal,50,50,5,5,SW,30,,Y,5 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.1,8,2.84,2.84,gal/acre-ft,2.27,gal,50,50,5,5,SW,30,,Y,6 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.11,8,2.84,2.84,gal/acre-ft,2.5,gal,49,49,3,3,S,28,,Y,7 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.45,10,2.84,2.84,gal/acre-ft,2.5,gal,49,49,3,3,S,28,,Y,8 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.218,8,2.84,2.84,gal/acre-ft,4.95,gal,50,50,2,2,S,29,,Y,9 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.034,8,2.84,2.84,gal/acre-ft,0.77,gal,50,50,2,2,S,29,,Y,10 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.5,10,2.84,2.84,gal/acre-ft,14.2,gal,49,49,1,1,S,28,,Y,11 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.18,8,2.84,2.84,gal/acre-ft,4.09,gal,49,49,1,1,S,28,,Y,12 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.157,10,2.84,2.84,gal/acre-ft,4.46,gal,50,50,1,1,S,29,,Y,13 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.068,10,2.84,2.84,gal/acre-ft,1.93,gal,49,49,1,1,S,28,,Y,14 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.82,8,2.84,2.84,gal/acre-ft,18.63,gal,50,50,1,1,S,29,,Y,15 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.046,8,2.84,2.84,gal/acre-ft,1.05,gal,50,50,1,1,S,29,,Y,16 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.02,8,2.84,2.84,gal/acre-ft,0.06,gal,50,50,1,1,S,30,,Y,17 of 20. It seems like the amount used field was calculated incorrectly given the rate of 2.84 gal/acre-ft. the area times dosage (0.02 *2.84) equals 0.06. I would have expected the amount used to be 0.02*2.84*8 which equals 0.45
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.25,8,2.84,2.84,gal/acre-ft,5.68,gal,50,50,1,1,S,30,,Y,18 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.55,8,2.84,2.84,gal/acre-ft,12.5,gal,50,50,1,1,SW,30,,Y,19 of 20
2017-1985,2020,EWM ,Bay,18003400,Crow Wing,,,"2,4-D Amine","Alligare, LLC",,Lake Restoration,10/19/2020,10/19/2020,0.25,5,2.84,2.84,gal/acre-ft,3.55,gal,50,50,3,3,SW,32,,Y,20 of 20
2017-0522,2021,CLP,Hyland,27004800,Hennepin,1562,2371,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/5/2021,4/5/2021,84,5,0.003,0.003,gal/acre,1.58,gal,53.4,53.4,0,3,,65,,Y,"wind direction listed as ""calm"". bump treatment on 4/28."
2017-0742,2021,CLP,Diamond,27012500,Hennepin,1541,2365,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/7/2021,4/7/2021,405,4,0.003,0.003,gal/acre-ft,5,gal,55,55,7,7,NE,51,,Y,Rate is listed as 0. Should it be .003 gal/acre-ft based on the information listed?
2019-0880,2021,CLP,Cleary,70002200,Scott,1704,1393,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/7/2021,4/7/2021,145,5,,,gal/acre-ft,2,gal,60,60,2,2,NE,,,Y,rate missing and hard to calculate. is the rate .003 gal/acre-ft?
2017-1050,2021,CLP,Benton,41004300,Lincoln,1676,1363,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/14/2021,4/14/2021,1034,8,0.003,0.003,gal/acre-ft,27.53,gal,40,40,10,15,NW,36,,Y,
2017-0742,2021,CLP,Diamond,27012500,Hennepin,1711,1402,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/27/2021,4/27/2021,405,4,0.0015,0.0015,gal/acre-ft,2.36,gal,47,47,7,7,NNE,44,,Y,Bump treatment. Rate is listed as zero but should it be 0.0015 gal/acre-ft based on the other information?
,2021,CLP,Cleary,70002200,Scott,370,2566,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/28/2021,4/28/2021,145,,1,1,gal/acre-ft,,gal,49,49,3,3,NNE,,,Y,
2017-0522,2021,CLP,Hyland,27004800,Hennepin,991,613,Sonar A.S.,SePro Corp.,,PLM Lake and Land Management Corp.,4/28/2021,4/28/2021,84,5,0.0019,0.0019,gal/acre,0.79,gal,50,50,3,3,NNE,43,,Y,"Initial treatment on 4/5/2024, completed 4/28/2024."
2021-0483,2021,CLP,Martha,86000900,Wright,1665,1351,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,4/28/2021,4/28/2021,5.7,8.5,2,2,ppm,61.8,gal,,,2,2,NW,,55,Y,
2021-0483,2021,CLP,Martha,86000900,Wright,1665,1351,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,4/28/2021,4/28/2021,2.3,8.5,2,2,ppm,25,gal,,,2,2,NW,,55,Y,
2021-0100,2021,CLP,Dean,86004100,Wright,1700,1389,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,4/28/2021,4/28/2021,9.6,6.8,1,1,ppm,41.6,gal,,,4,4,NW,,60,Y,Assume permit number 2010-0100 is a typo and it's 2021-0100
2018-0395,2021,CLP,Limestone,86016300,Wright,1688,1375,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/1/2021,5/1/2021,2.5,4.5,1.5,1.5,ppm,10.7,gal,,,5,5,SW,,75,Y,PAR 1/2
2018-0395,2021,CLP,Limestone,86016300,Wright,,,Aquathol K,United Phosphorus Inc.,,Aquatic Solutions of Minnesota,5/1/2021,5/1/2021,5.4,5,1,1,ppm,17.23,gal,,,6,6,SW,,75,Y,PAR 2/2.
2021-0100,2021,CLP,Dean,86004100,Wright,1540,2364,Tribune,"Syngenta Crop Protection, LLC",,Aquatic Solutions of Minnesota,5/2/2021,5/2/2021,6,6.8,0.25,0.25,gal/acre-ft,10.2,gal,,,0,0,,,42,Y,
2020-0043,2021,CLP,Coon,2004200,Anoka,433,2629,Tribune,"Syngenta Crop Protection, LLC",,PLM Lake and Land Management Corp.,5/5/2021,5/5/2021,26.2,8,2,2,gal/acre,52.4,gal,56,56,5,10,N,50,,Y,
2017-0038,2021,CLP,Knife,33002800,Kanabec,985,607,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,1.4,5,1,1,ppm,4.5,gal,52,52,4,4,SW,45,,Y,"PAR 1/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,1,4,1,1,ppm,2.6,gal,52,52,4,4,SW,45,,Y,"PAR 2/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,3,4.5,1,1,ppm,8.7,gal,52,52,4,4,SW,45,,Y,"PAR 3/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,2.1,4,1,1,ppm,5.4,gal,52,52,4,4,SW,45,,Y,"PAR 4/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,0.65,3.5,1,1,ppm,1.5,gal,52,52,4,4,SW,45,,Y,"PAR 5/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,1.3,3.5,1,1,ppm,2.9,gal,52,52,4,4,SW,45,,Y,"PAR 6/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,3.1,3.5,1,1,ppm,7,gal,52,52,4,4,SW,45,,Y,"PAR 7/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,0.83,4.5,1,1,ppm,2.4,gal,52,52,4,4,SW,45,,Y,"PAR 8/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,8.5,5,1,1,ppm,27.3,gal,52,52,4,4,SW,45,,Y,"PAR 9/10. 24.3 acres, 68.3 gallons overall. "
2017-0038,2021,CLP,Knife,33002800,Kanabec,,,Aquathol K,United Phosphorus Inc.,,"Clarke Aquatic Services, Inc.",5/5/2021,5/5/2021,2.4,4,1,1,ppm,6.2,gal,52,52,4,4,SW,45,,Y,"PAR 10/10. 24.3 acres, 68.3 gallons overall. "
2017-1297,2021,CLP,Farquar,19002300,Dakota,993,615,Aquathol K,United Phosphorus Inc.,,"Midwest Aqua Care, Inc.",5/5/2021,5/5/2021,7,8,1,1,ppm,35.74,gal,57,57,5,5,NW,65,,Y,PAR 1/2
2018-1016,2021,CLP,Long,30007200,Isanti,996,618,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/5/2021,5/5/2021,1.3,4,4.8,4.8,gal/acre,6.24,gal,56.9,56.9,0,0,,45,,Y,PAR 1/2
2018-1016,2021,CLP,Long,30007200,Isanti,,,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/5/2021,5/5/2021,6.5,4,4.8,4.8,gal/acre,31.2,gal,57.1,57.1,0,0,,45,,Y,PAR 2/2
2018-1045,2021,CLP,East Rush,13006901,Chisago,1352,1212,Aquathol K,United Phosphorus Inc.,,Lake Restoration,5/5/2021,5/5/2021,2.05,7.4,1.8,1.8,gal/acre-ft,27.31,gal,53,53,1,1,N,50,,Y,PAR 1/8. 3 ppm
2017-0621,2021,CLP,Linwood,2002600,Anoka,1599,1272,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/5/2021,5/5/2021,14.2,5.5,1,1,gal/acre-ft,14.2,gal,57.7,57.7,0,3,N,57,,Y,PAR 1/2
2017-0621,2021,CLP,Linwood,2002600,Anoka,,,Dibrox,"Lake Restoration, Inc.",,Lake Restoration,5/5/2021,5/5/2021,28.1,5,1,1,gal/acre-ft,28.1,gal,57.3,57.3,0,3,N,57,,Y,PAR 2/2
