OBJECTID,DOWLKNUM,LK_PCTLTRL,LK_LZACRES,LK_LZDEPTH,AREA,ACRES,PERFEET,PERIMETER,LAKE_NAME,Shape_Length,Shape_Area
102988,31062000,19.84000015,48.93,15,198018.872,48.93,32976.865,10051.368,Caribou,10051.3689,198018.8748
102989,31062200,61.47000122,64.72,15,261913.148,64.719,20174.75,6149.276,Dead Horse,6149.276038,261913.1494
102990,31062300,67.33000183,28.86,15,116804.678,28.862,9634.264,2936.53,Boy,2936.529595,116804.6712
102991,31062400,61.11999893,321.46,15,1300918.145,321.457,64125.461,19545.48,Grave,19545.47921,1300918.152
102992,31065300,30.93000031,257.36,15,1041519.657,257.36,113928.874,34725.59,North Star,34725.59103,1041519.659
102993,31065600,62.00999832,160.94,15,651335.182,160.945,25116.072,7655.394,Big Dick,7655.394014,651335.1851
102994,31065701,56.49000168,58.43,15,236452.542,58.427,20881.56,6364.712,Jack the Horse (North),6364.712585,236452.5389
102995,31065702,65.98999786,171.6,15,694436.159,171.595,50214.81,15305.505,Jack the Horse (South),15305.50456,694436.164
102996,31066300,80.13999939,31.35,15,126873.427,31.35,9517.373,2900.901,Forest,2900.900844,126873.4283
102997,31066500,56.77000046,31.24,15,126438.254,31.243,12858.612,3919.313,Little North Star,3919.313045,126438.2573
102998,31066600,28.78000069,36.77,15,148811.169,36.771,20432.656,6227.886,Unnamed,6227.885929,148811.1777
102999,31067000,57.50999832,126.16,15,510542.48,126.155,35746.885,10895.672,Big Ole,10895.67225,510542.4746
103000,31067100,78.30999756,207.21,15,838564.058,207.209,63565.911,19374.928,Big Island,19374.92665,838564.0724
103001,31068700,31.87000084,97.01,15,392608.826,97.014,34880.551,10631.613,Johnson,10631.61361,392608.8186
103002,31069000,93.05999756,67.62,15,273655.387,67.62,11558.081,3522.91,Aspen,3522.910093,273655.3894
103003,31069600,89.38999939,232.6,15,941330.117,232.603,23658.992,7211.275,Horseshoe,7211.27539,941330.1294
103004,31070500,59.77000046,50.71,15,205220.977,50.71,12741.153,3883.511,Lundeen,3883.511519,205220.9735
103005,31070600,98.51000214,107.57,15,435321.775,107.568,14550.469,4434.992,Mike,4434.991995,435321.7793
103006,31070700,99.44999695,31.09,15,125818.23,31.09,6785.24,2068.145,Rice,2068.145126,125818.232
103007,31071000,59.38999939,84.19,15,340725.48,84.193,25657.926,7820.552,Connors,7820.551377,340725.4721
103008,31071700,30.01000023,259.13,15,1048692.2,259.132,122947.464,37474.462,Rice,37474.46302,1048692.197
103009,31071900,21.98999977,900.32,15,3643538.01,900.318,293375.473,89421.023,Deer,89421.02309,3643537.968
103010,31072200,28.19000053,359.05,15,1453043.184,359.047,98309.486,29964.791,Moose,29964.79132,1453043.183
103011,31072500,28.62000084,617.02,15,2497051.296,617.021,280441.967,85478.882,Turtle,85478.88298,2497051.39
103012,31072600,59.31999969,314.08,15,1271076.093,314.083,73391.225,22369.69,Bello,22369.69043,1271076.088
103013,31072700,83.58000183,99.91,15,404329.08,99.91,21759.964,6632.45,Grass,6632.450381,404329.0695
103014,31074900,32.49000168,68.66,15,277866.98,68.661,27250.727,8306.038,Chase,8306.038167,277866.9639
103015,31075800,38.06000137,124.28,15,502966.284,124.283,29850.255,9098.376,Little Bowstring,9098.376008,502966.2959
103016,31076900,68.25,15.88,15,64282.523,15.884,9613.447,2930.185,Twin,2930.184337,64282.52902
103017,31077100,17.56999969,41.92,15,169662.861,41.924,45679.119,13923.023,Hatch,13923.02325,169662.8412
103018,31077300,36.13000107,92.9,15,375941.307,92.895,33440.964,10192.826,Maple,10192.82593,375941.2989
103019,31077500,37.09999847,88.72,15,359028.193,88.716,27078.999,8253.695,No-ta-she-bun,8253.695411,359028.1896
103020,31077800,49.75999832,39.07,15,158117.382,39.071,17423.215,5310.606,Little Too Much,5310.606538,158117.3734
103021,31077900,47.72000122,231.36,15,936309.243,231.362,36982.329,11272.236,Little Turtle,11272.23689,936309.2486
103022,31078100,47.22000122,73.47,15,297327.926,73.47,40876.184,12459.086,Long,12459.08625,297327.9158
103023,31078400,31.06999969,195.11,15,789587.738,195.107,49749.105,15163.558,Little Jessie,15163.55786,789587.7038
103024,31078600,26.73999977,465.34,15,1883203.398,465.34,95273.668,29039.472,Jessie,29039.47236,1883203.393
103025,31078800,60.15000153,85.29,15,345164.649,85.29,29879.758,9107.368,La Croix,9107.368061,345164.6357
103026,31078900,41.72999954,55.06,15,222832.254,55.062,20799.9,6339.822,Spring,6339.822121,222832.2501
103027,31079100,74.77999878,121.65,15,492325.545,121.654,21597.962,6583.072,Peterson,6583.072236,492325.5291
103028,31079300,31.18000031,91.18,15,369017.364,91.184,58793.416,17920.269,Big Too Much,17920.26903,369017.3957
103029,31079700,100,135.58,15,548685.013,135.58,11626.761,3543.844,Little Spring,3543.843958,548685.0172
103030,31080300,40.04000092,44.55,15,180282.626,44.548,20754.049,6325.847,Trestle,6325.846823,180282.6281
103031,31080900,47.75999832,49.62,15,200801.421,49.618,28653.421,8733.58,Crooked,8733.580105,200801.3956
103032,31081200,28.37999916,1091,15,4415232.139,1091.004,157269.758,47935.918,Ball Club,47935.9182,4415232.14
103033,31081300,51.34999847,4892.82,15,19800958.14,4892.817,248759.411,75822.02,Bowstring,75822.02023,19800958.12
103034,31081400,100,277.12,15,1121488.316,277.12,22955.257,6996.776,Four Towns,6996.776345,1121488.31
103035,31082400,53.70000076,34.35,15,138999.777,34.347,12811.944,3905.088,Portage,3905.088294,138999.7786
103036,31082600,44.43000031,1923.66,15,7784932.888,1923.657,271937.082,82886.588,Sand,82886.58772,7784932.909
103037,31082900,41.43999863,73.73,15,298375.19,73.729,23252.224,7087.292,Cedar,7087.292367,298375.1812
103038,31083400,53.31000137,42.78,15,173141.051,42.783,19458.936,5931.096,Bird's Eye,5931.095904,173141.0614
103039,31083600,99.79000092,160.06,15,647762.646,160.062,14483.172,4414.48,Little Whitefish,4414.479632,647762.6421
103040,31084300,46.75999832,263.69,15,1067120.423,263.685,54238.954,16532.066,Whitefish,16532.06667,1067120.415
103041,31084500,46.52999878,65.32,15,264363.318,65.324,31453.12,9586.93,Clear,9586.929987,264363.3154
103042,31085000,37.04000092,350.15,15,1417042.692,350.151,51733.476,15768.395,Little Winnibigoshish,15768.39442,1417042.71
103043,31085300,62.77999878,221.5,15,896407.153,221.502,29354.021,8947.124,Little Sand,8947.123775,896407.1514
103044,31085701,35.72999954,849.75,15,3438910.11,849.755,199819.458,60905.093,Cut Foot Sioux(Main Bay),60905.09268,3438910.04
103045,31085702,98.36000061,395.2,15,1599363.686,395.203,50559.955,15410.705,Cut Foot Sioux(East Bay),15410.7048,1599363.683
103046,31087400,27.75,11.27,15,45620.306,11.273,10942.937,3335.414,Alice,3335.413924,45620.305
103047,31087600,91.08000183,774.91,15,3136023.223,774.911,36374.383,11086.934,Rice,11086.93427,3136023.23
103048,31087700,98.22000122,2250.25,15,9106621.735,2250.246,136989.88,41754.599,Natures,41754.59902,9106621.748
103049,31088200,99.55000305,428.83,15,1735436.777,428.826,40504.595,12345.825,Dora,12345.82512,1735436.771
103050,31089600,68.12000275,1948.41,15,7885098.098,1948.408,189166.439,57658.046,Round,57658.04755,7885098.108
103051,31089800,31.47999954,129.78,15,525196.65,129.776,69800.975,21275.38,Moose,21275.38007,525196.6513
103052,31090400,65.45999908,175.25,15,709216.822,175.247,37498.089,11429.44,Dunbar,11429.43998,709216.8255
103053,31091000,99.80999756,224.72,15,909445.94,224.724,20530.687,6257.766,Shallow Pond,6257.766026,909445.937
103054,31091300,38.70000076,1202.92,15,4868151.893,1202.92,200778.083,61197.282,Island,61197.28123,4868151.891
103055,31091700,93.08000183,95.91,15,388136.088,95.908,14498.737,4419.224,Hendrickson,4419.223778,388136.0901
103056,31092100,77.05999756,480,15,1942543.731,480.003,63068.277,19223.249,Dixon,19223.24984,1942543.722
103057,31093400,100,324.63,15,1313768.536,324.632,21974.028,6697.697,Decker,6697.697295,1313768.546
103058,31128000,11.52999973,9.63,15,38983.688,9.633,16338.302,4979.925,Lind Pit,4979.924558,38983.69222
103059,32001700,100,98.83,15,399954.061,98.829,8038.834,2450.242,Independence,2450.241537,399954.061
103060,32001800,43.13000107,128.15,15,518627.184,128.153,32013.866,9757.846,Fish,9757.845808,518627.1725
103061,32001900,100,16.34,15,66138.458,16.343,3094.171,943.105,Summit,943.1053508,66138.45908
103062,32002000,99.88999939,707.67,15,2863890.355,707.667,33248.619,10134.199,Loon,10134.19934,2863890.349
103063,32002200,100,434.15,15,1756990.593,434.152,20123.59,6133.683,Clear,6133.682584,1756990.6
103064,32002400,100,624.27,15,2526376.684,624.268,51271.052,15627.448,Little Spirit,15627.44773,2526376.662
103065,32004500,100,457.32,15,1850747.587,457.32,21450.746,6538.2,Flahtery,6538.200518,1850747.564
103066,32005800,100,191.32,15,774262.706,191.32,16650.839,5075.186,Timber,5075.185877,774262.7063
103067,32006900,100,929.83,15,3762976.358,929.831,26637.079,8118.998,Round,8118.997743,3762976.353
103068,33000100,100,314.53,15,1272873.848,314.527,17071.022,5203.258,Eleven,5203.257807,1272873.848
103069,33000900,99.30000305,410.38,15,1660799.963,410.384,31491.964,9598.77,Pomroy,9598.76989,1660799.926
103070,33001500,100,226.37,15,916124.494,226.374,19424.983,5920.747,Quamba,5920.746528,916124.4753
103071,33002600,100,44.65,15,180713.37,44.654,5649.505,1721.974,Snowshoe,1721.974229,180713.3781
103072,33002800,100,1259.21,15,5095972.901,1259.215,96292.358,29349.969,Knife,29349.96819,5095972.924
103073,33003200,45.45000076,80.88,15,327297.821,80.875,30286.659,9231.392,Lewis,9231.391631,327297.8305
103074,33003500,100,34.48,15,139521.476,34.476,6845.51,2086.518,Kent,2086.51805,139521.4735
103075,33003600,99.77999878,505.76,15,2046772.773,505.758,52939.396,16135.96,Fish,16135.95997,2046772.787
103076,33004000,90.56999969,591.81,15,2395027.633,591.811,71419.144,21768.599,Ann,21768.5992,2395027.633
103077,34002202,95.05000305,1023.45,15,4141854.65,1023.452,48545.581,14796.723,Elizabeth (Main Lake),14796.72292,4141854.65
103078,34003200,69.56999969,63.48,15,256898.446,63.48,15669.751,4776.15,Carrie,4776.149891,256898.4424
103079,34003300,100,150.46,15,608886.551,150.456,12883.508,3926.901,Ella,3926.900902,608886.5669
103080,34004400,40.41999817,649.45,15,2628287.999,649.45,85746.099,26135.463,Diamond,26135.46407,2628288.043
103081,34006200,100,647.1,15,2618792.738,647.104,25405.929,7743.743,Calhoun,7743.742545,2618792.758
103082,34006600,47.61999893,154.02,15,623296.176,154.016,66894.926,20389.614,Long,20389.61402,623296.1581
103083,34007200,100,1146.85,15,4641242.486,1146.851,26640.633,8120.081,Lillian,8120.08115,4641242.52
103084,34007900,38.11999893,2119.75,15,8578522.382,2119.753,206919.571,63069.211,Green,63069.21134,8578522.383
103085,34008600,51.84000015,1445.1,15,5848227.83,1445.097,117509.49,35816.964,Big Kandiyohi,35816.9647,5848227.831
103086,34011600,41.81000137,31.49,15,127433.461,31.489,13875.268,4229.19,Henderson,4229.190495,127433.4518
103087,34011900,48.31999969,38.16,15,154436.46,38.161,13910.952,4240.067,Elkhorn,4240.066968,154436.4714
103088,34014200,49.84000015,113.71,15,460161.498,113.706,28923.153,8815.795,George,8815.794944,460161.5093
103089,34015400,57.25999832,577.17,15,2335759.145,577.166,88325.133,26921.554,Nest,26921.55424,2335759.161
103090,34016903,100,1588.75,15,6429586.093,1588.751,70249.625,21412.129,"Wakanda, Lake (Main Basin",21412.12854,6429586.085
103091,34017100,34.68999863,294.69,15,1192611.034,294.694,48846.792,14888.532,Eagle,14888.53184,1192611.029
103092,34017200,98.73999786,733.13,15,2966920.686,733.126,47234.064,14396.971,Ringo,14396.97132,2966920.705
103093,34018000,100,446.86,15,1808400.167,446.856,23265.983,7091.486,Willmar,7091.485462,1808400.144
103094,34018100,95.69000244,662.68,15,2681831.091,662.68,63368.076,19314.628,Foot,19314.62731,2681831.094
103095,34019200,91.73000336,1463.38,15,5922226.708,1463.382,76163.405,23214.652,Long,23214.65185,5922226.707
103096,34019300,81.27999878,141.27,15,571714.041,141.271,22775.476,6941.979,Point,6941.978757,571714.0378
103097,34019600,100,204.34,15,826934.114,204.335,12968.604,3952.838,Skataas,3952.838384,826934.1305
103098,34020600,34.70000076,255.32,15,1033280.404,255.324,53004.727,16155.873,Andrew,16155.87313,1033280.43
103099,34021700,40.20000076,278.96,15,1128950.824,278.964,42070.018,12822.967,Florida,12822.96704,1128950.828
103100,34022400,47.56000137,247.82,15,1002909.595,247.819,41350.567,12603.678,Games,12603.67806,1002909.61
103101,34024500,97.12000275,513.04,15,2076260.207,513.044,39432.221,12018.965,West Solomon,12018.96482,2076260.209
103102,34024600,99.87999725,657.71,15,2661700.935,657.706,45786.535,13955.764,East Solomon,13955.76378,2661700.958
103103,34025100,90.83000183,2106.35,15,8524262.725,2106.345,134574.82,41018.487,Norway,41018.48687,8524262.676
103104,34028300,100,200.76,15,812479.636,200.764,12897.608,3931.199,Saint Johns,3931.199106,812479.6423
103105,34029400,99.52999878,59.82,15,242073.504,59.816,11529.718,3514.265,Lindgren,3514.26526,242073.5013
103106,34029700,100,69.55,15,281457.513,69.548,8216.392,2504.361,West Lindgren,2504.361475,281457.5263
103107,34032100,100,108.26,15,438135.019,108.263,9599.889,2926.052,Swenson,2926.051878,438134.9996
103108,35000300,61.43000031,200.79,15,812576.497,200.788,83623.176,25488.395,Bronson,25488.39573,812576.4887
103109,36001100,72.11000061,60.46,15,244669.595,60.458,18830.915,5739.674,Clear,5739.673996,244669.602
103110,36001400,73.94999695,86.23,15,348972.61,86.231,23788.469,7250.74,Dark,7250.740542,348972.6135
103111,37004601,98.75,3696.66,15,14960192.32,3696.664,179336.228,54661.792,Lac Qui Parle (S.E. Bay),54661.79252,14960192.31
103112,37004602,99.87000275,2154.55,15,8719359.234,2154.554,85075.389,25931.031,Lac Qui Parle (N.W. Bay),25931.0312,8719359.249
103113,38002000,94.48999786,77.17,15,312321.528,77.175,11159.709,3401.486,East,3401.485622,312321.5298
103114,38002401,86.30000305,148.21,15,599798.807,148.21,24963.402,7608.86,Crooked (East Bay),7608.859718,599798.8197
103115,38002402,100,100.14,15,405246.581,100.136,12593.38,3838.47,Crooked (West Bay),3838.469409,405246.5568
103116,38002800,26.30999947,11.07,15,44817.219,11.074,13187.943,4019.693,Echo,4019.69314,44817.22698
103117,38003300,97.44999695,289.17,15,1170271.027,289.174,31454.946,9587.487,Ninemile,9587.486576,1170271.024
103118,38004700,37.70999908,245.21,15,992356.368,245.211,77636.284,23663.587,Wilson,23663.58657,992356.3742
103119,38004800,68.76999664,191.28,15,774088.086,191.277,46439.853,14154.896,Harriet,14154.8957,774088.0969
103120,38005100,87.23999786,48.15,15,194871.372,48.153,9777.987,2980.336,Little Wilson,2980.336216,194871.3711
103121,38006000,56.66999817,195.78,15,792308.713,195.779,31449.715,9585.892,Whitefish,9585.892439,792308.7214
103122,38006800,44.72999954,203.95,15,825369.852,203.949,61346.892,18698.57,Windy,18698.57045,825369.8583
103123,38021100,23.07999992,264.34,15,1069775.071,264.341,260289.559,79336.416,Ottertrack,79336.41569,1069775.061
103124,38021900,99.87999725,1237.34,15,5007430.44,1237.336,90581.146,27609.189,Silver Island,27609.18912,5007430.43
103125,38022000,72.05999756,1202.94,15,4868221.273,1202.937,160451.172,48905.615,Perent,48905.61577,4868221.285
103126,38022300,39.79000092,89.65,15,362817.366,89.652,90866.941,27696.299,Beaver,27696.29921,362817.3835
103127,38023000,95.93000031,13.2,15,53403.997,13.196,3823.514,1165.409,Nicado,1165.409312,53403.99789
103128,38023100,100,66.56,15,269358.47,66.558,9570.127,2916.981,Tetagouche,2916.98079,269358.4788
103129,38025600,70.09999847,41.5,15,167964.05,41.504,15703.132,4786.324,Divide,4786.324122,167964.0602
103130,38029200,82.45999908,82.75,15,334883.484,82.75,29847.066,9097.404,Section 29,9097.404071,334883.4821
103131,38033000,26.18000031,405.21,15,1639851.017,405.207,263125.189,80200.718,Alice,80200.71745,1639851.001
103132,38033600,53.79000092,65.51,15,265106.029,65.508,26759.292,8156.248,Amber,8156.248568,265106.0223
103133,38035100,29.76000023,469.14,15,1898599.798,469.144,273191.101,83268.814,Thomas,83268.81405,1898599.828
103134,38037200,28.92000008,209.91,15,849508.272,209.913,144799.363,44134.934,Fraser,44134.93437,849508.2702
103135,38039300,47.63000107,188.14,15,761376.886,188.136,79694.093,24290.808,Dumbbell,24290.80776,761376.8783
103136,38039600,72.80999756,981.62,15,3972576.141,981.624,124801.271,38039.503,Isabella,38039.50224,3972576.142
103137,38040600,68.5,200.38,15,810913.83,200.377,32264.923,9834.368,Lax,9834.368109,810913.83
103138,38040800,26.07999992,4.76,15,19282.557,4.765,6766.898,2062.555,Bear,2062.554728,19282.54839
103139,38040900,56.75,17.86,15,72263.794,17.856,8549.296,2605.831,Bean,2605.830612,72263.80346
103140,38051600,37.33000183,22.52,15,91138.414,22.52,22581.279,6882.787,Ahsub,6882.787364,91138.4212
103141,38052900,27.37000084,1273.97,15,5155685.031,1273.97,363555.496,110811.937,Snowbank,110811.9363,5155685.085
103142,38053900,99.41000366,174.53,15,706332.624,174.535,18476.593,5631.677,Cloquet,5631.67712,706332.6376
103143,38055400,100,116.9,15,473075.273,116.897,18232.452,5557.262,Gander,5557.262534,473075.2757
103144,38057300,98.94000244,143.59,15,581085.314,143.586,28324.929,8633.456,Gegoka,8633.455896,581085.317
103145,38064200,64.76000214,615.71,15,2491733.56,615.707,138220.748,42129.768,Wind,42129.7682,2491733.56
103146,38065600,100,1329.19,15,5379138.273,1329.185,58017.961,17683.91,Greenwood,17683.91081,5379138.281
103147,38066400,99.83999634,79.67,15,322438.488,79.675,11795.745,3595.35,Dunnigan,3595.350265,322438.4925
103148,38066500,99.23000336,14.86,15,60140.528,14.861,4062.07,1238.121,Gypsy,1238.121437,60140.52827
103149,38067400,99.87999725,62.5,15,252946.468,62.503,11141.169,3395.835,East Chub,3395.834952,252946.4678
103150,38068600,100,272.84,15,1104181.338,272.843,28783.127,8773.115,North McDougal,8773.1141,1104181.361
103151,38069100,95.90000153,219.3,15,887501.072,219.302,35506.647,10822.448,August,10822.44699,887501.0664
103152,38071201,85.05000305,15.48,15,62640.216,15.478,5119.651,1560.473,Glacier Pond 1,1560.472661,62640.21359
103153,38073500,99.75,486.2,15,1967643.417,486.205,43193.312,13165.348,Sand,13165.34797,1967643.418
103154,38074400,92.13999939,237.11,15,959556.831,237.106,25965.738,7914.373,Stewart,7914.371944,959556.8217
103155,38075000,100,150.13,15,607571.086,150.131,14805.906,4512.849,Christianson,4512.849027,607571.0863
103156,38075100,99.69000244,141.62,15,573145.451,141.624,17292.44,5270.746,Thomas,5270.746635,573145.4567
103157,38077800,53.02000046,299.02,15,1210123.148,299.021,79467.274,24221.674,South Farm,24221.67225,1210123.14
103158,38077900,33.68999863,435.27,15,1761501.432,435.267,173219.266,52797.338,Farm,52797.33684,1761501.446
103159,38078200,45.49000168,297.21,15,1202810.22,297.214,151901.858,46299.779,Garden,46299.77936,1202810.255
103160,38078400,65.23999786,334.88,15,1355232.329,334.878,95449.321,29093.041,Newton,29093.04013,1355232.3
103161,38081000,35.31999969,165.42,15,669456.469,165.423,98546.269,30036.963,Cedar,30036.96371,669456.4684
103162,38081100,54.02999878,1213.13,15,4909486.282,1213.134,271225.544,82669.711,Fall,82669.71498,4909486.261
103163,38090900,71.48999786,4.01,15,16243.296,4.014,5249.321,1599.996,Jouppi,1599.99611,16243.2903
103164,40000100,76,316.62,15,1281325.42,316.616,37002.617,11278.42,Horseshoe,11278.42011,1281325.42
103165,40000200,99.79000092,899.57,15,3640496.531,899.567,42253.436,12878.873,Upper Sakatah,12878.87321,3640496.511
103166,40000900,66.41000366,80.43,15,325480.929,80.426,17119.277,5217.966,Sunfish,5217.966115,325480.9269
103167,40001400,100,258.11,15,1044556.448,258.11,14259.156,4346.2,Sabre,4346.199514,1044556.448
103168,40002000,89.38999939,269.69,15,1091435.335,269.694,21519.187,6559.061,Greenleaf,6559.061527,1091435.345
103169,40003100,40.63000107,551.22,15,2230774.439,551.224,121752.817,37110.333,Tetonka,37110.33345,2230774.414
103170,40003200,100,521.1,15,2108879.827,521.104,25854.03,7880.324,Gorman,7880.324247,2108879.805
103171,40003300,46.13000107,124.12,15,502302.094,124.119,23021.967,7017.11,Volney,7017.10951,502302.0917
103172,40003900,40.02999878,28.54,15,115487.333,28.537,11981.785,3652.055,Roemhildts,3652.05544,115487.3333
103173,40004400,77.12999725,58.55,15,236954.764,58.552,9971.78,3039.405,Steele,3039.40464,236954.7652
103174,40005100,42.74000168,33.08,15,133881.645,33.082,17895.672,5454.612,Fish,5454.612014,133881.6495
103175,40005600,89.44000244,151.1,15,611494.748,151.1,15467.358,4714.46,Rays,4714.460109,611494.745
103176,40005700,65.11000061,568.07,15,2298963.037,568.074,77447.354,23606.001,Frances,23606.00063,2298963.047
103177,40006300,65.98999786,522.41,15,2114178.94,522.414,51108.12,15577.786,German,15577.78632,2114178.923
103178,40007900,74.5,208.52,15,843868.638,208.52,22420.526,6833.79,Clear,6833.790425,843868.6412
103179,40009201,51.11000061,331.52,15,1341627.509,331.516,51353.434,15652.558,East Jefferson,15652.55834,1341627.52
103180,40009202,79.45999908,348.68,15,1411096.401,348.682,59496.856,18134.678,West Jefferson,18134.67855,1411096.391
103181,40009203,98.51000214,509.05,15,2060085.572,509.047,44097.783,13441.031,Swede's Bay,13441.03111,2060085.59
103182,40009204,98.59999847,654.93,15,2650475.033,654.932,31971.051,9744.796,Middle Jefferson,9744.795558,2650475.048
103183,40010900,100,598.2,15,2420877.133,598.199,23767.966,7244.491,Scotch,7244.490395,2420877.143
103184,40011700,74.45999908,1131.37,15,4578588.32,1131.369,91821.297,27987.187,Washington,27987.18746,4578588.354
103185,40012400,73.84999847,219.86,15,889769.666,219.862,43618.614,13294.98,Emily,13294.97964,889769.6646
103186,41002100,100,547.07,15,2213950.244,547.067,22206.464,6768.544,Dead Coon,6768.543643,2213950.241
103187,41004300,100,2649.41,15,10722028.2,2649.413,95958.738,29248.282,Benton,29248.28164,10722028.17
103188,41006700,100,227.45,15,920488.49,227.453,16453.867,5015.149,Perch,5015.148542,920488.4934
103189,41008900,99.83999634,996.26,15,4031826.81,996.264,46103.128,14052.262,Shaokotan,14052.26151,4031826.81
103190,41011000,100,1521.68,15,6158163.247,1521.682,56856.601,17329.927,Hendricks,17329.92653,6158163.223
103191,42000200,100,348.66,15,1411009.134,348.66,26190.944,7983.016,School Grove,7983.015764,1411009.137
103192,42001400,100,382.59,15,1548329.05,382.592,19793.504,6033.072,Cottonwood,6033.072086,1548329.048
103193,42002000,100,284.46,15,1151183.918,284.458,22739.355,6930.969,Lady Slipper,6930.969197,1151183.947
103194,42004700,100,402.96,15,1630766.58,402.962,25904.384,7895.672,Yankton,7895.671967,1630766.575
103195,42005200,99.98000336,379.12,15,1534295.986,379.125,20420.113,6224.063,Rock,6224.063098,1534296.004
103196,42005500,100,65.54,15,265230.889,65.539,6738.627,2053.938,Clear,2053.937832,265230.8958
103197,42007000,26.90999985,95.92,15,388188.168,95.921,48074.809,14653.231,East Twin,14653.23061,388188.1678
103198,42009300,100,149.74,15,605979.035,149.737,10298.376,3138.951,Goose,3138.9514,605979.046
103199,42009600,94.36000061,141.59,15,573014.665,141.592,17341.644,5285.744,Island,5285.743454,573014.6664
103200,42014600,100,6.39,15,25841.366,6.385,3880.34,1182.73,Swift,1182.729833,25841.36051
103201,43001200,100,382.44,15,1547724.31,382.443,20887.071,6366.392,Winsted,6366.392159,1547724.316
103202,43003400,100,452.72,15,1832114.929,452.716,23888.085,7281.103,Silver,7281.102899,1832114.925
103203,43007300,91.20999908,309.37,15,1251992.204,309.367,27579.661,8406.298,Hook,8406.297614,1251992.216
103204,43008400,99.48000336,524.06,15,2120837.069,524.059,38232.385,11653.254,Marion,11653.25462,2120837.068
103205,43008500,99.45999908,641.78,15,2597262.052,641.783,75108.972,22893.26,Otter,22893.26052,2597262.049
103206,43010400,55.50999832,75.57,15,305824.317,75.569,20642.702,6291.908,Stahl's,6291.908085,305824.3317
103207,43011500,97.54000092,1860.01,15,7527376.846,1860.015,121193.528,36939.861,Cedar,36939.86055,7527376.843
103208,44000100,86.01000214,592.52,15,2397912.961,592.524,38575.498,11757.835,Roy,11757.83524,2397912.989
103209,44000300,38,316.22,15,1279705.374,316.215,54359.172,16568.709,Tulaby,16568.70859,1279705.384
103210,44000600,51.06999969,351.83,15,1423853.91,351.834,85523.908,26067.739,Bass,26067.73925,1423853.897
103211,44001400,51.91999817,585.98,15,2371411.201,585.976,84511.234,25759.076,South Twin,25759.07544,2371411.184
103212,44002300,99.93000031,956.86,15,3872353.659,956.859,29470.336,8982.576,North Twin,8982.576655,3872353.677
103213,44003800,53.25,338.12,15,1368355.169,338.121,82572.363,25168.106,Island,25168.10622,1368355.181
103214,44004500,43.31999969,270.64,15,1095252.256,270.637,66258.475,20195.623,Snider,20195.62379,1095252.219
103215,44007800,100,26.5,15,107250.62,26.502,7228.166,2203.152,Wadena,2203.151671,107250.6297
103216,44008000,38.75,102.39,15,414374.371,102.392,38983.644,11882.238,McCraney,11882.23838,414374.3901
103217,44011100,45.09999847,36.15,15,146278.233,36.145,12880.977,3926.134,Buresh,3926.133598,146278.2505
103218,44016900,89.93000031,127.91,15,517658.325,127.913,15434.269,4704.375,Little Vanose,4704.37477,517658.3469
103219,45000100,100,6896.16,15,27908379.98,6896.161,75134.794,22901.131,Thief,22901.13097,27908379.98
103220,45011900,97.26000214,47.38,15,191748.916,47.381,16174.901,4930.12,Unnamed (Florian Pk Res.),4930.119826,191748.9122
103221,46001200,100,185.63,15,751233.241,185.63,12446.936,3793.834,Imogene,3793.833668,751233.2413
103222,46001400,100,363.89,15,1472660.107,363.894,22198.815,6766.212,Wilmert,6766.212023,1472660.102
103223,46001600,100,207.94,15,841505.589,207.936,14071.423,4288.978,North Silver,4288.978185,841505.5736
103224,46002000,58.79999924,146.36,15,592324.608,146.363,30960.596,9436.809,South Silver,9436.808483,592324.617
103225,46002400,100,83.16,15,336562.721,83.165,13654.208,4161.811,George,4161.810878,336562.7365
103226,46002500,78.37999725,109.49,15,443106.332,109.492,25613.366,7806.97,Sisseton,7806.969549,443106.323
103227,46003000,48.90000153,111.44,15,450976.613,111.436,21941.283,6687.716,Budd,6687.716447,450976.5798
103228,46003100,91.29000092,500.73,15,2026415.042,500.727,31887.924,9719.459,Hall,9719.458528,2026415.041
103229,46003400,63.59000015,115.78,15,468547.709,115.778,18564.367,5658.43,Amber,5658.430017,468547.7047
103230,46009600,100,267.34,15,1081892.272,267.336,14003.229,4268.193,Clear,4268.192649,1081892.272
103231,46010900,89.51999664,859.98,15,3480310.77,859.985,69499.68,21183.545,Fox,21183.54549,3480310.759
103232,46011100,100,71.13,15,287855.97,71.129,7847.124,2391.808,Clam,2391.807983,287855.979
103233,46012100,100,706.86,15,2860614.936,706.858,50151.147,15286.1,Cedar,15286.09994,2860614.946
103234,46013300,99.98000336,460.74,15,1864569.943,460.735,32263.042,9833.795,Big Twin,9833.794963,1864569.943
103235,46014500,100,155.63,15,629815.633,155.627,13106.503,3994.87,Fish,3994.870216,629815.6357
103236,47000200,78.16999817,801.28,15,3242725.575,801.277,47542.979,14491.129,Francis,14491.1283,3242725.599
103237,47001500,100,1064.03,15,4306082.734,1064.033,31096.958,9478.372,Jennie,9478.371785,4306082.743
103238,47002300,100,137.85,15,557864.278,137.848,12259.891,3736.822,Arvilla,3736.822575,557864.2841
103239,47002500,48.90000153,25.65,15,103799.486,25.649,9961.221,3036.186,Little Swan,3036.186277,103799.4895
