OBJECTID,DOWLKNUM,LK_PCTLTRL,LK_LZACRES,LK_LZDEPTH,AREA,ACRES,PERFEET,PERIMETER,LAKE_NAME,Shape_Length,Shape_Area
102473,16018200,83.37000275,171.74,15,695028.91,171.742,44266.286,13492.391,Ball Club,13492.39056,695028.901
102474,16020400,68.27999878,94.3,15,381615.468,94.297,29711.182,9055.986,Aspen,9055.986542,381615.4773
102475,16022700,39.77999878,186.03,15,752865.635,186.033,80021.386,24390.567,Hungry Jack,24390.56786,752865.6454
102476,16022800,19.20000076,95.82,15,387770.05,95.818,88508.529,26977.454,Bearskin,26977.45338,387770.0286
102477,16023900,39.47999954,342.63,15,1386598.584,342.629,216432.648,65968.803,Poplar,65968.8018,1386598.596
102478,16024700,29.45999908,69.8,15,282481.26,69.801,68280.708,20812.002,Birch,20812.00155,282481.2676
102479,16025200,35.25,287.04,15,1161641.178,287.042,77140.25,23512.395,Pike,23512.39607,1161641.187
102480,16025300,54.41999817,181.18,15,733215.841,181.178,45644.185,13912.375,Deer Yard,13912.3756,733215.8424
102481,16031900,34.29999924,136.52,15,552492.948,136.521,137065.472,41777.639,Gaskin,41777.63886,552492.9394
102482,16032800,86.25,107.83,15,436400.185,107.834,54549.647,16626.766,Iron,16626.76535,436400.1929
102483,16034600,99.61000061,449.72,15,1819976.495,449.716,47695.998,14537.769,Cascade,14537.76803,1819976.525
102484,16034700,100,266.15,15,1077108.527,266.154,25888.447,7890.814,Little Cascade,7890.813835,1077108.53
102485,16034800,28.92000008,1381.52,15,5590926.847,1381.518,517915.643,157861.004,Brule,157861.0049,5590926.85
102486,16035500,98.22000122,115.06,15,465648.12,115.062,40033.29,12202.171,Little Iron,12202.17128,465648.1116
102487,16036000,59.97999954,432.2,15,1749073.521,432.196,77923.769,23751.212,Caribou,23751.21241,1749073.497
102488,16038400,98.81999969,354.56,15,1434884.907,354.56,38779.009,11819.866,Tait,11819.86543,1434884.903
102489,16044800,18.5,202.65,15,820107.267,202.649,145988.213,44497.296,Loon,44497.29697,820107.286
102490,16045400,77.62000275,586.39,15,2373081.296,586.388,107226.155,32682.597,Crescent,32682.5973,2373081.31
102491,16046300,22.27000046,99.59,15,403015.715,99.585,70768.134,21570.17,Magnetic,21570.16993,403015.7352
102492,16062200,37.56000137,368.2,15,1490088.228,368.201,145539.796,44360.619,Alton,44360.61987,1490088.243
102493,16063400,85.19000244,58.38,15,236263.215,58.381,10731.152,3270.862,Dyers,3270.861727,236263.2183
102494,16063900,97.94999695,580.81,15,2350500.305,580.809,56658.072,17269.415,Four Mile,17269.41448,2350500.334
102495,16064500,100,368.93,15,1493046.927,368.932,19512.264,5947.35,Toohey,5947.350116,1493046.928
102496,16066400,99.61000061,78.01,15,315695.094,78.008,16382.846,4993.501,Wonder,4993.501683,315695.0891
102497,16081100,13.63000011,161.69,15,654339.518,161.687,146353.791,44606.459,Gabimichigami,44606.46002,654339.5248
102498,17000300,100,219.79,15,889469.356,219.788,23053.206,7026.631,Mountain,7026.631361,889469.356
102499,17000700,100,269.75,15,1091658.171,269.749,17011.659,5185.164,Bingham,5185.163945,1091658.166
102500,17002000,100,105.41,15,426569.811,105.405,8055.563,2455.34,Eagle,2455.340386,426569.8113
102501,17002200,99.76000214,154.97,15,627149.683,154.969,18328.263,5586.466,Cottonwood,5586.466017,627149.6807
102502,17002400,100,65.88,15,266616.795,65.881,8506.97,2592.93,String,2592.92953,266616.7951
102503,17004100,100,240.8,15,974509.393,240.801,17475.416,5326.517,South Clear,5326.517442,974509.3928
102504,17004801,100,41.38,15,167458.48,41.379,7104.106,2165.336,Round,2165.335955,167458.4805
102505,17004900,100,135.26,15,547396.652,135.262,11588.243,3532.104,Carey,3532.10364,547396.6717
102506,17005400,99.98999786,163.56,15,661936.152,163.564,10279.245,3133.12,Bean,3133.120346,661936.168
102507,17005601,100,135.62,15,548844.895,135.62,11632.546,3545.607,Double (North Portion),3545.606889,548844.8937
102508,17006000,99.56999969,873.04,15,3533139.583,873.039,45100.767,13746.741,Talcot,13746.74153,3533139.554
102509,17007300,100,64.14,15,259562.207,64.138,7051.193,2149.208,Summit,2149.207722,259562.2096
102510,18000100,59.77999878,434,15,1756354.76,433.995,69009.539,21034.15,Whitefish,21034.14957,1756354.759
102511,18001800,45.15999985,241.16,15,975944.937,241.156,89789.033,27367.752,Camp,27367.75114,975944.945
102512,18002000,35.93000031,370.94,15,1501158.239,370.936,136370.73,41565.882,Borden,41565.88205,1501158.234
102513,18002800,45.90000153,225.29,15,911723.753,225.287,70791.718,21577.359,Smith,21577.35871,911723.7489
102514,18003400,37.88999939,878.98,15,3557186.829,878.981,275709.52,84036.43,Bay,84036.42949,3557186.78
102515,18003800,37.29000092,338.34,15,1369252.616,338.342,82071.233,25015.362,Clearwater,25015.36157,1369252.641
102516,18004101,54.50999832,52.28,15,211571.533,52.279,17567.091,5354.46,Crooked (Sugar Bay),5354.460513,211571.5352
102517,18004102,51.83000183,187.15,15,757403.199,187.154,68632.561,20919.246,Crooked (Main Bay),20919.24669,757403.1727
102518,18004400,29.28000069,48.08,15,194575.8,48.08,19591.095,5971.378,Hanks,5971.377604,194575.7779
102519,18005000,40.68999863,116.21,15,470280.231,116.206,26906.829,8201.218,Portage,8201.217883,470280.2359
102520,18008800,94.31999969,1615.91,15,6539491.272,1615.908,84875.584,25870.13,Platte,25870.1301,6539491.268
102521,18009000,27.29999924,301.12,15,1218611.644,301.119,104302.75,31791.542,Serpent,31791.54154,1218611.657
102522,18009301,35.77000046,240.88,15,974819.269,240.878,78949.995,24064.007,Rabbit (East Portion),24064.00551,974819.2837
102523,18009302,31.85000038,170.32,15,689290.624,170.324,70987.306,21636.974,Rabbit (West Portion),21636.97487,689290.6456
102524,18009600,36.72000122,292.08,15,1182041.743,292.083,67657.099,20621.925,Upper South Long,20621.92507,1182041.686
102525,18010400,31.90999985,236.03,15,955211.824,236.033,63722.293,19422.594,Nokay,19422.59378,955211.8738
102526,18011600,65.41000366,51.65,15,209001.978,51.646,15168.474,4623.36,June,4623.36022,209001.9856
102527,18013600,34.79000092,451.45,15,1826978.176,451.446,98343.8,29975.25,South Long,29975.25026,1826978.154
102528,18014500,46.81999969,165.54,15,669945.441,165.544,66149.784,20162.494,Rice,20162.49398,669945.4418
102529,18015500,54.13999939,202.02,15,817576.755,202.023,38220.945,11649.767,Crow Wing,11649.76879,817576.7848
102530,18016500,63.52999878,313.13,15,1267209.617,313.127,57006.036,17375.474,Ross,17375.47499,1267209.629
102531,18018000,100,301.62,15,1220646.215,301.622,20197.958,6156.35,Lows,6156.349883,1220646.215
102532,18018300,63.61000061,153.49,15,621158.056,153.488,43310.081,13200.939,Island,13200.93926,621158.0571
102533,18018400,37.61000061,88.39,15,357727.021,88.394,24346.564,7420.848,Rogers,7420.847588,357727.0134
102534,18018500,34.93999863,139.41,15,564203.748,139.415,40809.644,12438.804,Mary,12438.80451,564203.7636
102535,18018600,92.23000336,151.43,15,612833.556,151.431,15519.977,4730.498,Perry,4730.498389,612833.5564
102536,18019500,99.94000244,271.5,15,1098734.02,271.497,12798.384,3900.955,Dolney,3900.955063,1098734.02
102537,18020300,99.84999847,720.62,15,2916313.874,720.621,26677.609,8131.351,Emily,8131.351639,2916313.878
102538,18020500,76.88999939,89.97,15,364099.393,89.969,21970.586,6696.648,Pickerel,6696.648165,364099.3924
102539,18020800,44.41999817,20.03,15,81046.722,20.027,14160.508,4316.132,Allen,4316.131904,81046.72979
102540,18021100,38.93000031,69.03,15,279342.802,69.026,21916.798,6680.253,Blue,6680.253529,279342.8003
102541,18021200,34.56000137,207.08,15,838025.713,207.076,53174.522,16207.627,Ruth,16207.62675,838025.715
102542,18021300,64.65000153,72.51,15,293452.101,72.512,20360.867,6206.005,Anna,6206.004845,293452.1033
102543,18021800,56.75,65.01,15,263093.461,65.01,16903.985,5152.345,Trout,5152.345077,263093.454
102544,18022000,54.70000076,68.64,15,277791.031,68.642,18517.914,5644.271,Smokey Hollow,5644.271446,277791.0324
102545,18022400,99.54000092,241.74,15,978298.275,241.738,16854.967,5137.404,Fool,5137.404071,978298.2758
102546,18022500,48.95000076,151.78,15,614240.127,151.779,25197.098,7680.091,Adney,7680.09091,614240.1233
102547,18022600,66.34999847,253.53,15,1026033.693,253.533,32949.015,10042.88,Goodrich,10042.87996,1026033.688
102548,18022701,69.11000061,68.79,15,278404.201,68.794,25666.546,7823.179,O'Brien (Southwest Bay),7823.179104,278404.2093
102549,18022702,38.43999863,33.11,15,134008.065,33.113,17442.995,5316.636,O'Brien (Northeast Bay),5316.635557,134008.0773
102550,18023100,86.37000275,167.3,15,677045.972,167.298,25377.822,7735.176,Butterfield,7735.175864,677045.9739
102551,18024200,32.63000107,285.46,15,1155245.016,285.461,56699.316,17281.986,Upper Mission,17281.98637,1155245.018
102552,18024300,64.95999908,470.59,15,1904471.02,470.595,56755.403,17299.081,Lower Mission,17299.08185,1904471.02
102553,18025100,63.45000076,585.03,15,2367586.686,585.031,75133.859,22900.846,Horseshoe,22900.84593,2367586.685
102554,18026100,98.56999969,423.89,15,1715461.319,423.89,39602.183,12070.769,Pine,12070.76936,1715461.303
102555,18026600,57.25999832,201.68,15,816199.186,201.683,51942.081,15831.978,Little Pine,15831.97768,816199.18
102556,18026800,72.63999939,36.45,15,147494.344,36.446,11940.942,3639.606,Loon,3639.606305,147494.3472
102557,18026900,48.93999863,88.07,15,356429.737,88.074,31005.724,9450.563,Island,9450.563315,356429.7435
102558,18027000,51.25,59.38,15,240306.208,59.38,19553.612,5959.953,Hen,5959.953089,240306.18
102559,18027100,58.68000031,135.71,15,549194.655,135.706,51282.338,15630.888,Daggett,15630.88792,549194.6503
102560,18027800,39.18999863,8.62,15,34901.46,8.624,7067.462,2154.167,Pleasant,2154.166648,34901.45828
102561,18028400,50.18000031,82.11,15,332285.137,82.108,17314.082,5277.343,Velvet,5277.342772,332285.1179
102562,18028700,81.13999939,287.53,15,1163638.031,287.535,39423.989,12016.456,Greer,12016.45717,1163638.047
102563,18028800,55.38999939,137.07,15,554695.272,137.065,39764.625,12120.282,Ox,12120.28191,554695.2689
102564,18029300,63.02000046,186.52,15,754829.953,186.518,39046.784,11901.483,Kego,11901.48283,754829.9633
102565,18029400,27.57999992,118.18,15,478264.241,118.179,45534.505,13878.945,Mitchell,13878.94502,478264.2408
102566,18029600,46.65999985,163.72,15,662560.003,163.719,59934.52,18268.078,Eagle,18268.07833,662560.0498
102567,18029700,31.27000046,138.39,15,560068.301,138.393,56264.599,17149.484,West Fox,17149.48399,560068.2753
102568,18029800,45.52000046,108.37,15,438576.433,108.372,42099.778,12832.038,East Fox,12832.03789,438576.4579
102569,18030200,40.61000061,17.95,15,72634.771,17.948,11550.58,3520.624,Little Ox,3520.624143,72634.77952
102570,18030500,54.24000168,1397.32,15,5654894.779,1397.324,120097.311,36605.734,Edward,36605.73373,5654894.783
102571,18030800,46.34000015,3883.67,15,15717003.3,3883.672,410032.866,124978.268,Pelican,124978.2681,15717003.31
102572,18031000,38.56999969,2997.7,15,12131531.22,2997.701,336186.41,102469.823,Whitefish,102469.8232,12131531.21
102573,18031100,51.04999924,398.92,15,1614395.846,398.917,105817.44,32253.22,Rush,32253.21962,1614395.915
102574,18031200,47.36999893,846.51,15,3425791.962,846.513,153800.413,46878.46,Cross Lake Reservoir,46878.45965,3425791.994
102575,18031400,100,147.87,15,598426.432,147.871,20474.16,6240.536,Duck,6240.536433,598426.4317
102576,18031500,29.70000076,404.85,15,1638402.996,404.849,84224.531,25671.688,Big Trout,25671.6887,1638403.009
102577,18033800,60.86999893,266.03,15,1076600.311,266.028,34999.637,10667.911,Gladstone,10667.91115,1076600.316
102578,18034000,79.13999939,153.48,15,621119.325,153.479,20121.564,6133.065,Little Hubert,6133.064959,621119.3227
102579,18034200,72.15000153,152.87,15,618650.968,152.869,21173.016,6453.548,Lougee,6453.548292,618650.9697
102580,18035100,72.15000153,195.79,15,792343.401,195.788,29366.687,8950.984,Little Pelican,8950.984246,792343.4011
102581,18035200,37.56000137,259.43,15,1049903.923,259.431,128904.989,39290.319,Ossawinnamakee,39290.31904,1049903.956
102582,18035400,35.43000031,64.52,15,261128.865,64.525,20891.158,6367.638,Pig,6367.637645,261128.8462
102583,18035500,33.66999817,113.58,15,459654.832,113.581,39217.56,11953.536,Bertha,11953.536,459654.8587
102584,18035600,66.66000366,154.88,15,626786.978,154.879,42689.521,13011.792,Clamshell,13011.79219,626786.9711
102585,18035800,54.29000092,66.61,15,269565.002,66.61,27148.827,8274.979,Bass,8274.979108,269564.999
102586,18035900,23,29.32,15,118647.954,29.318,34293.509,10452.682,Star,10452.68242,118647.9529
102587,18036100,25.31999969,46.27,15,187252.688,46.27,32428.106,9884.106,Kimball,9884.106245,187252.6715
102588,18036400,27.11000061,60.19,15,243602.176,60.194,34560.215,10533.975,Clear,10533.9744,243602.1788
102589,18036600,100,296.37,15,1199384.752,296.368,21569.074,6574.267,Arrowhead,6574.26652,1199384.752
102590,18037100,57.52999878,157.98,15,639319.814,157.976,29928.813,9122.32,Perch,9122.320454,639319.8152
102591,18037200,65.40000153,4018.38,15,16262156.28,4018.379,248467.294,75732.983,North Long,75732.98402,16262156.29
102592,18037300,35.97000122,593.59,15,2402241.959,593.594,88437.696,26955.864,Round,26955.86365,2402241.983
102593,18037400,77.91999817,239.07,15,967519.045,239.074,36100.432,11003.434,Clark,11003.43406,967519.0362
102594,18037500,35.49000168,456.98,15,1849366.627,456.978,73429.517,22381.362,Hubert,22381.36215,1849366.597
102595,18037600,53.56999969,232.78,15,942046.726,232.78,42396.147,12922.371,Upper Cullen,12922.37187,942046.7232
102596,18037700,34.65999985,137.49,15,556422.167,137.492,60688.233,18497.81,Middle Cullen,18497.8105,556422.2093
102597,18037800,21.62999916,149.89,15,606615.158,149.895,42523.734,12961.26,Lower Hay,12961.2603,606615.1643
102598,18037900,68.91999817,282.54,15,1143417.814,282.539,29512.089,8995.303,White Sand,8995.303365,1143417.787
102599,18038600,100,522.55,15,2114716.078,522.546,24183.535,7371.156,Red Sand,7371.156063,2114716.084
102600,18038701,100,41,15,165907.543,40.996,7192.398,2192.247,Upper Whipple,2192.247312,165907.541
102601,18038702,73.76000214,109.92,15,444829.25,109.917,19423.112,5920.176,Middle Whipple,5920.176495,444829.2231
102602,18038703,100,104.85,15,424315.578,104.848,14457.066,4406.523,Lower Whipple,4406.522712,424315.5784
102603,18038800,82.37000275,64.67,15,261719.219,64.671,12429.728,3788.589,Love,3788.588676,261719.2198
102604,18039600,58.77999878,93.12,15,376846.685,93.119,26637.892,8119.246,Edna,8119.245848,376846.6719
102605,18039700,68.29000092,43.99,15,178013.115,43.987,14587.435,4446.259,Fawn,4446.259133,178013.1289
102606,18039800,54.34000015,174.46,15,706037.703,174.462,52320.652,15947.367,Roy,15947.36653,706037.7134
102607,18039900,58.88999939,129.15,15,522661.01,129.15,24946.417,7603.683,Nisswa,7603.683176,522661.0021
102608,18040200,89.79000092,35.73,15,144589.235,35.728,7380.19,2249.487,Bass,2249.486406,144589.2336
102609,18040300,35.93999863,201.25,15,814439.414,201.248,40880.601,12460.432,Lower Cullen,12460.43215,814439.4277
102610,18040400,61.66999817,274.5,15,1110883.098,274.499,70674.074,21541.501,Sibley,21541.5004,1110883.11
102611,18040700,61.81000137,100.95,15,408533.26,100.949,23516.446,7167.827,East Twin,7167.827086,408533.2488
102612,18040800,94.55000305,156.39,15,632906.026,156.391,21115.028,6435.874,Mayo,6435.873601,632906.0422
102613,18040900,67.5,86.06,15,348275.244,86.059,20829.273,6348.775,West Twin,6348.774815,348275.2426
102614,18041200,34.97999954,208.36,15,843236.419,208.364,51596.73,15726.715,Upper Hay,15726.71451,843236.4298
102615,18041400,99.72000122,245.26,15,992573.696,245.265,16405.086,5000.28,Clough,5000.280285,992573.6931
102616,18041500,67,122.92,15,497462.173,122.923,19113.177,5825.708,Jail,5825.708227,497462.1759
102617,18041600,99.5,413.77,15,1674507.091,413.771,30680.719,9351.502,Lizzie,9351.501558,1674507.082
102618,18043400,20.92000008,2.91,15,11767.655,2.908,5618.128,1712.411,Yawkey Mine,1712.410374,11767.65908
102619,18043500,20.87999916,8.56,15,34660.877,8.565,10939.484,3334.362,Manuel Mine,3334.361817,34660.87537
102620,18043700,15.07999992,22.53,15,91190.525,22.534,31547.795,9615.787,Portsmouth Mine,9615.787675,91190.52208
102621,18043900,16.15999985,10,15,40488.861,10.005,19432.452,5923.023,Pennington Mine,5923.023761,40488.8664
102622,18044000,19.03000069,48.02,15,194341.159,48.023,80623.041,24573.952,"Mahnomen, Alstead & Arco",24573.95333,194341.1858
102623,18044100,17.87000084,18.95,15,76707.008,18.955,37711.748,11494.564,Huntington Mine,11494.56444,76706.98892
102624,18052300,20.27000046,25.17,15,101856.35,25.169,34870.34,10628.501,Sagamore Mine,10628.50051,101856.3586
102625,19000300,98.69000244,81.52,15,329920.688,81.523,19414.422,5917.528,Rebecca,5917.527386,329920.6883
102626,19000600,67.68000031,935.97,15,3787808.999,935.968,127157.676,38757.737,Byllesby,38757.73671,3787809.014
102627,19002300,100,63.58,15,257309.624,63.581,8335.331,2540.617,Farquar,2540.616727,257309.6165
102628,19002600,79.26999664,417.99,15,1691585.6,417.991,63684.675,19411.147,Marion,19411.14719,1691585.551
102629,19002700,76.80999756,221.71,15,897245.724,221.709,44547.156,13578,Crystal,13578.00051,897245.7464
102630,19003100,74.22000122,172.06,15,696336.514,172.065,22946.428,6994.085,Orchard,6994.084887,696336.5112
102631,19003400,100,20.9,15,84586.803,20.901,5496.263,1675.264,Unnamed (Bohrer Pond),1675.264271,84586.80279
102632,19005000,88.45999908,43.79,15,177214.497,43.79,10023.448,3055.153,Sunfish,3055.152947,177214.504
102633,19005700,82.22000122,25.53,15,103307.705,25.527,9906.89,3019.626,Fish,3019.626115,103307.7057
102634,19006500,72.20999908,27.24,15,110242.576,27.241,9411.276,2868.563,Holland,2868.562518,110242.574
102635,19006600,75.02999878,8.91,15,36069.607,8.913,4328.88,1319.445,Carlson,1319.44507,36069.60665
102636,19007900,100,104.45,15,422717.644,104.454,10051.515,3063.708,Pickerel,3063.707814,422717.6372
102637,19008000,100,102.34,15,414156.57,102.338,15804.646,4817.266,Rogers,4817.26559,414156.5738
102638,19008100,37.49000168,17.13,15,69323,17.13,12480.619,3804.1,Augusta,3804.099901,69323.00121
102639,19025900,100,14.47,15,58559.475,14.47,5416.692,1651.011,Bur Oaks Pond,1651.011201,58559.47623
102640,19045900,52.83000183,9.52,15,38532.527,9.521,11396.203,3473.57,Ann,3473.569501,38532.53171
102641,19046000,44.77999878,4.27,15,17264.614,4.266,6243.999,1903.175,North,1903.174605,17264.61597
102642,21001600,54.61999893,363.97,15,1472972.726,363.972,53468.175,16297.132,Smith,16297.13241,1472972.728
102643,21004100,53.43000031,57.34,15,232033.517,57.335,16367.585,4988.85,Union,4988.850073,232033.5097
102644,21004900,26.86000061,46.79,15,189355.873,46.79,27148.546,8274.893,Burgen,8274.893342,189355.8415
102645,21005100,60.18999863,91.56,15,370548.566,91.563,19580.38,5968.112,Henry,5968.111779,370548.5768
102646,21005200,46.16999817,295.38,15,1195392.343,295.381,57120.164,17410.261,Geneva,17410.26091,1195392.363
102647,21005300,44.65000153,61.38,15,248381.224,61.375,16673.699,5082.153,Agnes,5082.153299,248381.2315
102648,21005400,31.46999931,131.17,15,530820.114,131.166,66126.971,20155.541,Victoria,20155.54114,530820.1163
102649,21005500,62.63000107,69.04,15,279403.75,69.041,30088.356,9170.949,Jessie,9170.949072,279403.7546
102650,21005600,49.24000168,879.66,15,3559930.143,879.659,117623.808,35851.808,Le Homme Dieu,35851.80898,3559930.101
102651,21005700,35.38000107,922.22,15,3732171.434,922.22,162843.207,49634.709,Carlos,49634.7088,3732171.433
102652,21007300,69.88999939,217.64,15,880768.766,217.638,46034.633,14031.384,Vermont,14031.38458,880768.7646
102653,21007600,37.68000031,240.38,15,972800.013,240.379,42873.102,13067.748,Irene,13067.74741,972800.0179
102654,21007900,48.75,405,15,1639027.89,405.004,82096.468,25023.053,Maple,25023.05354,1639027.929
102655,21008000,52.75,553.89,15,2241547.154,553.886,75940.835,23146.813,Darling,23146.81226,2241547.168
102656,21008300,48.18999863,2758.66,15,11164156.6,2758.663,212577.573,64793.774,Miltona,64793.77328,11164156.62
102657,21008500,35.13999939,322.67,15,1305810.895,322.666,53328.833,16254.661,Andrew,16254.6606,1305810.933
102658,21009000,83.30000305,181.63,15,735054.221,181.632,21227.688,6470.212,Turtle,6470.212369,735054.229
102659,21009200,44.75,1096.45,15,4437264.986,1096.448,103528.553,31555.566,Mary,31555.56638,4437264.967
102660,21009400,45.75999832,98.15,15,397192.445,98.146,27428.913,8360.349,Louise,8360.349498,397192.4471
102661,21009500,78.01000214,88.27,15,357213.214,88.267,25696.6,7832.339,North Union,7832.33914,357213.2197
102662,21010100,67.48000336,58.03,15,234858.765,58.034,14654.379,4466.664,Stony,4466.663597,234858.7541
102663,21010200,55.20000076,163.55,15,661883.372,163.551,32464.354,9895.155,Brophy,9895.154833,661883.3634
102664,21010300,35.45000076,85.98,15,347957.854,85.98,32989.349,10055.174,"Cowdrey,Lake",10055.17361,347957.8485
102665,21010500,87.94999695,40.78,15,165037.284,40.781,13469.505,4105.513,Lottie,4105.513298,165037.2862
102666,21010600,35.06000137,268.8,15,1087804.63,268.797,86600.931,26396.017,Latoka,26396.01663,1087804.632
102667,21010800,38.45000076,158.2,15,640240.145,158.203,71527.298,21801.564,Mina,21801.56422,640240.1467
102668,21011100,67.48000336,70.91,15,286966.533,70.909,23320.155,7107.998,Cook,7107.997824,286966.5413
102669,21012000,79.31999969,109.65,15,443741.796,109.649,21411.676,6526.292,Charley,6526.292059,443741.8044
102670,21012300,39.56000137,1751.07,15,7086491.142,1751.072,233525.713,71178.78,Ida,71178.77991,7086491.163
102671,21013000,45.72000122,53.57,15,216797.057,53.571,26902.669,8199.95,Spring,8199.949823,216797.0539
102672,21013600,67.83000183,70.12,15,283752.14,70.115,19647.438,5988.551,Indian,5988.551091,283752.1333
102673,21014000,41.90000153,110.37,15,446664.861,110.371,39062.518,11906.279,Pocket,11906.27943,446664.8603
102674,21014401,49.83000183,358.52,15,1450912.005,358.52,92793.77,28283.598,Lobster (East Bay),28283.59762,1450911.999
102675,21014402,54.11999893,334.15,15,1352274.405,334.147,71926.75,21923.317,Lobster (West Bay),21923.31753,1352274.399
102676,21014500,46.72000122,550.69,15,2228600.174,550.687,133566.268,40711.08,Chippewa,40711.07983,2228600.135
102677,21015000,36.38000107,64.31,15,260241.263,64.306,23977.985,7308.505,Grants,7308.504502,260241.2631
102678,21015100,66.01000214,202.9,15,821112.345,202.897,39936.928,12172.8,Blackwell,12172.79985,821112.3756
102679,21015601,99.23999786,169.96,15,687810.848,169.958,15127.662,4610.921,Little Oscar (Main),4610.920381,687810.8373
102680,21015700,72.44000244,91.48,15,370225.401,91.483,24037.402,7326.615,Echo,7326.615136,370225.3967
102681,21016000,31.98999977,104.03,15,420999.144,104.029,42248.991,12877.518,Rachel,12877.5183,420999.1464
102682,21016200,70.70999908,171.87,15,695563.324,171.874,27003.613,8230.718,Freeborn,8230.717619,695563.298
102683,21018000,43.61999893,196.42,15,794890.066,196.417,47982.658,14625.143,Mill,14625.14349,794890.057
102684,21021200,55.36999893,147.94,15,598723.717,147.945,25642.73,7815.92,Little Chippewa,7815.919659,598723.7369
102685,21021300,70.09999847,163.77,15,662751.728,163.766,24944.443,7603.081,Devils,7603.081664,662751.7341
102686,21021600,45.52999878,72.63,15,293918.295,72.627,22718.868,6924.725,Whiskey,6924.724644,293918.3021
102687,21024200,76.51000214,466.96,15,1889774.869,466.963,35619.1,10856.723,Aaron,10856.72307,1889774.888
102688,21024500,47.66999817,392.68,15,1589173.471,392.685,41311.549,12591.785,Moses,12591.78529,1589173.469
102689,21025702,86.04000092,827.14,15,3347385.811,827.139,75064.971,22879.849,South Oscar,22879.84939,3347385.814
102690,21026400,100,388.82,15,1573527.033,388.819,24264.522,7395.841,Stowe,7395.841223,1573527.038
102691,21029100,56.59000015,519.52,15,2102459.86,519.518,97047.945,29580.273,Red Rock,29580.27224,2102459.859
102692,21032300,100,300.11,15,1214531.802,300.111,16438.554,5010.481,Jennie,5010.481293,1214531.788
102693,21035500,57.45999908,125.08,15,506177.801,125.077,25169.14,7671.569,Ina,7671.569284,506177.7785
102694,21055100,66.01999664,57.31,15,231949.428,57.315,12855.658,3918.412,Nelson,3918.412465,231949.4297
102695,22007400,77.04000092,152.24,15,616090.539,152.236,16075.912,4899.948,Bass,4899.947841,616090.5297
102696,24001400,100,2685.17,15,10866750.08,2685.174,125334.565,38202.052,Albert Lea,38202.0518,10866750.04
102697,24001500,100,1884.25,15,7625451.554,1884.249,68089.778,20753.806,Geneva,20753.80524,7625451.563
102698,24001801,99.88999939,252.16,15,1020461.417,252.156,33111.594,10092.434,Fountain (East Bay),10092.43439,1020461.426
102699,24001802,100,144.92,15,586497.812,144.924,18943.929,5774.121,Fountain (West Bay),5774.121522,586497.8264
102700,24002400,100,168.14,15,680454.482,168.14,13008.766,3965.08,White,3965.079478,680454.5029
102701,24002500,98.98999786,587.57,15,2377843.894,587.565,29949.202,9128.535,Pickeral,9128.534885,2377843.912
102702,24002700,100,332.55,15,1345828.332,332.554,20178.48,6150.413,Lower Twin,6150.412922,1345828.331
102703,24004000,100,86.99,15,352041.999,86.99,11358.068,3461.946,School Section,3461.945469,352041.9899
102704,24004300,100,21.07,15,85282.813,21.073,3678.89,1121.328,Morin,1121.327664,85282.81295
102705,25000100,33.11000061,8377.65,15,33903893.51,8377.652,614599.901,187330.425,Pepin,187330.4262,33903893.44
102706,25001400,99.37000275,822.56,15,3328842.166,822.557,54064.297,16478.847,Sturgeon,16478.84708,3328842.138
102707,25001700,100,1247.91,15,5050225.746,1247.911,74174.032,22608.313,U.S. Lock & Dam #3,22608.31339,5050225.75
102708,25001900,100,145.88,15,590359.531,145.878,17703.869,5396.156,Clear,5396.155089,590359.5356
102709,26000200,80.12000275,3042.48,15,12312738.13,3042.478,193432.026,58958.199,Pelican,58958.20001,12312738.1
102710,26002000,48.06999969,73.86,15,298900.31,73.858,23920.135,7290.872,Thompson,7290.871682,298900.3264
102711,26004000,52.95000076,109.4,15,442718.262,109.396,31804.201,9693.94,Elk,9693.940049,442718.2552
102712,26004600,100,131.36,15,531609.657,131.361,14317.945,4364.118,Lower Elk,4364.118655,531609.6664
102713,26009500,79.73999786,422.3,15,1709043.209,422.305,43978.261,13404.601,Barrett,13404.59992,1709043.201
102714,26009700,89.16999817,1613.06,15,6527958.012,1613.058,98874.916,30137.135,Pomme de Terre,30137.13482,6527958.061
102715,27001600,26.06999969,88.94,15,359942.449,88.942,29088.638,8866.235,Harriet,8866.234698,359942.4662
102716,27001800,48.86999893,26.57,15,107537.761,26.573,11795.695,3595.335,Hiawatha,3595.335454,107537.7552
102717,27001900,51.00999832,104.26,15,421932.239,104.259,35166.505,10718.772,Nokomis,10718.77245,421932.2262
102718,27003100,27.17000008,113.95,15,461133.915,113.946,39219.934,11954.26,Bde Maka Ska,11954.25978,461133.913
102719,27003501,55.84000015,37.77,15,152841.174,37.767,19603.429,5975.137,Sweeney,5975.137038,152841.1702
102720,27003700,60.36000061,23.05,15,93284.255,23.051,10160.407,3096.898,Wirth,3096.898476,93284.25189
102721,27003800,64.19999695,6.99,15,28302.302,6.993,4870.51,1484.535,Brownie,1484.534584,28302.30785
102722,27003900,36.66999817,60.06,15,243062.679,60.061,30828.535,9396.556,Cedar,9396.5561,243062.6808
102723,27004000,75.62000275,92.02,15,372406.142,92.022,25891.741,7891.818,Lake of the Isles,7891.818244,372406.1333
