DOW,LAKE_NAME,LakeAreaAcres,Percentage_15ft_LittoralZone,15ft_LittoralZone_Acres,ObservedLittoralZone_Acres,Percentage_ObservedLittoralZone,Depth_ObservedLittoralZone
73004400,Murray,35.22,68.92,35.22,35.22,68.92,15
73005100,Pleasant,113.292,51.74,113.29,113.29,51.74,15
73005500,Grand,233.22,35.95,233.22,233.22,35.95,15
73006400,Kraemer,102.301,52.46,102.30,102.30,52.46,15
73007000,Watab,38.278,39.61,38.28,38.28,39.61,15
73007200,Rossier,19.125,52.13,19.12,19.12,52.13,15
73007600,Goodners,148.472,80.79,148.47,109.69,59.69,9
73008200,Schneider,25.135,46.20,25.14,25.14,46.20,15
73008300,Great Northern,185.346,92.21,185.35,185.35,92.21,15
73008500,Byer,177.227,96.19,177.23,177.23,96.19,15
73008600,Knaus,209.7,96.82,209.70,209.70,96.82,15
73008700,Krays,86.938,90.48,86.94,86.94,90.48,15
73008800,Bolfing,67.37,62.99,67.37,67.37,62.99,15
73008900,Zumwalde,118.616,98.16,118.62,118.62,98.16,15
73009100,Stump,59.664,82.80,59.66,59.66,82.80,15
73009200,Sagatagan,180.16,78.87,180.16,190.13,83.24,18
73009700,Kreigle,60.05,62.27,60.05,60.05,62.27,15
73009800,Pitts,100.747,88.30,100.75,100.75,88.30,15
73009900,Minnie,9.985,37.62,9.98,9.98,37.62,15
73010000,Kalla,41.722,39.20,41.72,41.72,39.20,15
73010100,Schmid,23.124,60.86,23.12,23.12,60.86,15
73010200,Big Watab,57.184,23.29,57.18,86.83,35.36,28
73010400,Island,91.55,80.74,91.55,97.20,85.72,18
73010500,Long,31.01,100.00,31.01,31.01,100.00,15
73010600,Big Fish,183.985,34.53,183.99,183.99,34.53,15
73010700,Long,65.197,42.65,65.20,65.20,42.65,15
73010900,Little Watab,42.43,70.09,42.43,42.43,70.09,15
73011700,Big Spunk,160.023,38.53,160.02,171.85,41.38,16
73011800,Pelican,129.017,43.86,129.02,147.19,50.04,21
73012200,Ochotto,21.516,50.33,21.52,24.26,56.76,18
73012300,Lower Spunk,129.342,72.23,129.34,129.34,72.23,15
73012500,Achman,40.359,87.77,40.36,43.35,94.27,21
73012600,Anna,75.255,92.38,75.26,75.26,92.38,15
73012700,Linneman,109.552,100.00,109.55,109.55,100.00,15
73012800,Middle Spunk,79.006,33.30,79.01,90.63,38.20,20
73013300,Cedar Island,985.77,76.59,755.00,76.59,755.00,15
73013301,Cedar Island (Main Bay),238.998,53.45,239.00,239.00,53.45,15
73013302,Cedar Island (Mud Lk),54.969,70.55,54.97,54.97,70.55,15
73013303,Cedar Island (Koetter Lk),121.525,90.13,121.52,121.52,90.13,15
73013304,Cedar Island (East Lk),269.612,99.41,269.61,269.61,99.41,15
73013600,Pine,35.32,32.34,35.32,29.64,27.14,13
73013800,Two Rivers,221.09,37.89,221.09,157.59,27.01,7
73013900,Long,331.225,67.20,331.23,331.23,67.20,15
73014100,Deep,19.165,35.18,19.16,19.16,35.18,15
73014700,North Brown's,124.489,39.87,124.49,124.49,39.87,15
73015000,Eden,122.218,44.97,122.22,122.22,44.97,15
73015100,Vails,133.312,84.78,133.31,133.31,84.78,15
73015600,Becker,212.015,95.77,212.02,212.02,95.77,15
73015700,Horseshoe,341.053,54.37,341.05,341.05,53.62,15
73015900,Big,263.05,57.99,263.05,162.18,35.76,7
73016600,Koop,27.883,46.37,27.88,27.88,46.37,15
73016700,Little Rice,50.8,90.54,50.80,50.80,90.54,15
73017200,Clear,43.272,36.64,43.27,43.27,36.64,15
73018300,St. Anna,34.819,27.73,34.82,26.88,21.41,7
73019300,Beautiful,16.55,56.47,16.55,16.55,56.47,15
73019600,Rice,832.554,57.23,832.55,787.70,54.15,13
73019900,Sand,209.287,100.00,209.29,82.11,39.23,6
73020002,Koronis (main lake),1146.637,38.37,1146.64,1146.64,38.37,15
73021500,Maria,59.83,61.63,59.83,56.25,57.95,13
73022600,Cedar,86.823,78.29,86.82,88.66,79.95,16
73023100,Long,42.516,46.06,42.52,40.82,44.22,14
73023300,Kings,51.841,26.25,51.84,43.13,21.84,12
73024100,Black Oak,87.691,92.22,87.69,87.69,92.22,15
73024400,Ellering,18.306,49.43,18.31,18.31,49.43,15
73024900,Sylvia,23.233,27.52,23.23,23.23,27.52,15
73025100,Melrose,72.311,100.00,72.31,72.31,100.00,15
73027300,McCormic,206.092,100.00,206.09,206.09,100.00,15
73061100,George,3.937,46.05,3.94,3.94,46.05,15
73072300,Sauk River,,,,,,
73075200,Heratige Center Ponds,11.62,100.00,11.62,11.62,100.00,15
74000100,Rice,527.866,100.00,527.87,527.87,100.00,15
74001900,Kohlmeier,34.483,99.71,34.48,34.48,99.71,15
74002300,Beaver,45.269,46.34,45.27,19.33,19.79,4
75001900,Page,169.668,45.30,169.67,374.53,100.00,17
75002400,Long,635.97,100.00,635.97,297.55,46.79,5
75007500,Perkins,517.329,98.61,517.33,83.73,15.96,3
75020000,Hattie,463.852,100.00,463.85,111.40,24.02,4
76003300,Monson,191.714,92.18,191.71,207.99,100.00,19
76007200,Camp,126.99,55.12,126.99,133.69,58.02,16
76008600,Hassel,608.98,99.61,608.98,608.98,99.61,15
76014601,Oliver (east portion),238.197,66.49,238.20,238.20,66.49,15
76014602,Oliver (west portion),173.808,99.38,173.81,173.81,99.38,15
77000200,Schreiers,28.365,100.00,28.37,28.37,100.00,15
77000700,Mound,82.43,31.16,82.43,100.74,38.08,20
77000900,Trace,255.77,100.00,255.77,255.77,100.00,15
77001000,Bass,43.796,46.42,43.80,45.85,48.60,16
77001900,Mary,63.672,49.32,63.67,129.10,100.00,14.4
77002200,Mons,23.166,24.51,23.17,23.17,24.51,15
77002300,Big Swan,397.095,44.77,397.10,383.00,43.18,14
77002400,Bass,23.396,19.08,23.40,23.40,19.08,15
77002500,Pepin,20.515,38.38,20.52,17.11,32.01,11
77002600,Moose,50.84,40.07,50.84,36.33,28.63,9
77002700,Long,104.625,26.46,104.63,109.97,27.82,17
77002900,Buck,17.756,28.95,17.76,12.95,21.13,10
77003000,Mountain,23.501,50.97,23.50,23.50,50.97,15
77003200,Lady,43.89,26.82,43.89,43.89,26.82,15
77003400,Little Swan,61.153,37.93,61.15,54.14,33.58,10
77003500,Beauty,130.62,54.81,130.62,123.08,51.64,13.5
77004600,Coal,71.295,41.67,71.30,59.58,34.83,12
77005000,Mill,130.547,78.39,130.55,64.96,39.01,7
77005300,Star,56.735,82.30,56.73,50.78,76.66,10
77006300,Big,170.591,59.07,170.59,205.95,71.31,16
77006600,Thunder,215.36,100.00,215.36,89.24,41.44,6
77006700,Pine Island,121.517,51.89,121.52,133.72,57.11,17
77007600,Fawn,116.551,93.28,116.55,116.55,93.28,15
77008400,Big Birch,652.65,30.90,652.65,754.56,35.73,19
77008402,Big Birch (S portion),427.321,30.78,427.32,427.32,30.78,15
77008800,Turtle,40.368,34.62,40.37,35.80,30.70,13
77008900,Little Birch,271.937,32.44,271.94,265.51,31.68,14
77009500,Fuller,25.176,48.49,25.18,25.18,48.49,15
77009600,Hennessy,33.359,64.47,33.36,33.36,64.47,15
77010500,Latimer,83.069,41.23,83.07,36.23,17.98,8
77012000,Charlotte,35.999,24.94,36.00,43.67,30.26,20
77012800,Horseshoe,87.416,72.36,87.42,83.70,69.29,14
77013800,Dower,46.808,59.17,46.81,50.10,63.34,17
77014901,Long (Main Basin),70.842,44.83,70.84,70.84,44.83,15
77015001,Sauk (Southwest Bay),402.551,87.75,402.55,402.55,87.75,15
77015002,Sauk (North Bay),962.09,57.45,962.09,962.09,57.45,15
77016000,Cedar,63.458,45.76,63.46,79.50,57.33,18
77016300,Juergens,89.757,77.04,89.76,89.76,77.04,15
77016400,Little Sauk,189.845,66.35,189.84,102.57,35.85,7
77018100,Maple,183.361,47.22,183.36,183.36,47.22,15
77018200,Guernsey,113.205,93.50,113.21,55.59,45.91,6
77019500,Faille,68.157,100.00,68.16,68.16,100.00,15
77021500,Osakis,3389.006,53.53,3389.01,2855.78,45.11,12
77035700,Long,66.722,64.31,66.72,74.86,72.15,16
77035800,Lily,30.921,50.13,30.92,32.60,52.84,17
78002500,Traverse,10848.304,100.00,10848.30,2056.96,18.96,5
80002500,Unnamed,16.487,100.00,16.49,16.49,100.00,15
80003000,Lower Twin,134.506,53.39,134.51,134.51,53.39,15
80003400,Blueberry,532.532,100.00,532.53,532.53,100.00,15
80003600,Unnamed,35.264,100.00,35.26,35.26,100.00,15
80003700,Stocking,297.527,82.25,297.53,297.53,82.25,15
80003800,Morgan,11.972,52.06,11.97,11.97,52.06,15
80003900,Spirit,64.528,56.66,64.53,72.60,63.74,20
81000300,St. Olaf,51.399,56.36,51.40,47.95,52.57,13.6
81001401,Clear,563.674,86.89,563.67,215.16,33.16,8
81001500,Loon,122.639,99.30,122.64,83.65,67.73,6
81005500,Reeds,113.107,60.26,113.11,68.41,36.45,9
81009500,Elysian,2225.769,98.87,2225.77,1724.26,76.60,8
82001400,Little Carnelian,110.631,80.98,110.63,110.63,80.98,15
82002100,Long,97.338,93.91,97.34,90.89,87.69,7
82002300,Lily,24.991,57.07,24.99,24.23,55.33,14
82002500,Louise,40.526,97.96,40.53,40.53,97.96,15
82003100,Terrapin,121.701,99.35,121.70,121.70,99.35,15
82003300,Mays,37.373,92.92,37.37,37.37,92.92,15
82003400,East Boot,38.638,89.01,38.64,38.09,87.74,14
82003800,Unnamed (Maple Marsh),35.799,100.00,35.80,35.80,100.00,15
82004400,West Boot,35.253,72.98,35.25,25.98,53.79,6
82004600,Square,64.492,31.76,64.49,86.32,42.51,25
82004900,Big Carnelian,137.527,30.09,137.53,190.14,41.60,20
82005200,Big Marine,1180.442,69.79,1180.44,1278.62,75.59,18.5
82005400,Bone,119.403,54.71,119.40,59.26,27.16,6
82005900,Goose,40.938,55.46,40.94,27.58,37.36,9.5
82007700,Unnamed (Goggins),34.141,100.00,34.14,34.14,100.00,15
82008000,Halfbreed,78.568,89.73,78.57,78.57,89.73,15
82008700,Unnamed,18.626,97.15,18.63,18.63,97.15,15
82008900,Markgrafs,,,,,,
82009100,Battle Creek,96.888,99.64,96.89,89.70,92.24,8
82009200,Powers,29.671,52.45,29.67,29.67,52.45,15
82009400,Colby,70.94,97.08,68.87,97.08,68.87,15
82009700,La,,,,,,
82010100,DeMontreville,142.617,90.81,142.62,135.07,86.00,13
82010300,Olson,87.384,100.00,87.38,87.38,100.00,17
82010400,Jane,109.706,71.25,109.71,125.21,81.32,22
82010600,Elmo,66.382,25.85,66.38,72.10,28.08,17
82011500,Tanners,30.825,42.10,30.82,27.91,38.12,13
82011800,Long,35.936,56.90,35.94,13.92,22.04,7
82012200,Pine Tree,164.123,93.52,164.12,164.12,93.52,15
82013000,Long,49.46,93.12,49.46,49.46,93.12,15
82014800,Plaisted,37.653,100.00,37.65,37.65,100.00,15
82014900,North School Section,57.852,100.00,57.85,57.85,100.00,15
82015100,South School Section,83.841,87.82,83.84,75.96,79.56,14
82015300,Sunset,130.593,99.49,130.59,130.36,99.31,13
82015900,Forest,1561.192,68.75,1561.19,1404.75,61.86,13
82016200,Shields,25.527,86.44,25.53,20.19,68.35,9
82016300,Clear,270.307,63.02,270.31,145.89,34.01,5
82016600,Carver,23.834,49.99,23.83,13.00,27.27,8
82016700,White Bear,1334.411,53.61,1334.41,1504.40,60.44,18
83003600,Kansas,402.86,100.00,402.86,81.18,20.15,3.5
83004000,Long,257.929,100.00,257.93,78.91,30.59,5
83004300,St. James,204.945,100.00,204.95,204.95,100.00,14.4
85001100,Winona,308.43,90.13,278.00,90.13,278.00,15
85001101,Winona (South Bay),132.241,59.42,132.24,132.24,59.42,15
85001102,Winona (North Bay),78.76,91.74,78.76,78.76,91.74,15
86000100,Foster,115.301,100.00,115.30,115.30,100.00,15
86000900,Martha,71.046,75.75,71.05,57.66,61.48,9
86001100,Charlotte,89.711,37.71,89.71,128.36,53.95,25
86001200,Moore,12.1,98.11,12.10,12.10,98.11,15
86002000,Wilhelm,106.728,98.34,106.73,106.73,98.34,15
86002100,Mud,77.69,100.00,77.69,77.69,100.00,15
86002200,Steele,137.077,100.00,137.08,137.08,100.00,15
86002300,Beebe,179.487,58.99,179.49,162.18,53.30,12
86002800,Moore,208.136,99.77,208.14,208.14,99.77,15
86003100,Pelican,3513.24,94.92,3513.24,3513.24,94.92,15
86004100,Dean,126.941,72.22,126.94,39.76,22.62,5
86004600,Crawford,107.586,99.81,107.59,107.59,99.81,15
86004900,Mary,349.348,100.00,349.35,349.35,100.00,15
86005100,Constance,86.428,53.51,86.43,43.43,26.89,8.5
86005302,Pulaski (main bay),138.767,18.97,138.77,183.91,25.14,20
86005600,Washington,155.457,100.00,155.46,155.46,100.00,15
86006100,Pohl,45.657,99.02,45.66,45.66,99.02,15
86006300,Green Mountain,162.053,99.57,162.05,162.05,99.57,15
86006600,Birch,49.865,49.96,49.87,49.87,49.96,15
86006700,First,10.952,64.01,10.95,10.95,64.01,15
86006800,Mud,24.374,73.95,24.37,24.37,73.95,15
86006900,Long,64.445,67.10,64.44,64.44,67.10,15
86007000,Bertram,34.985,32.01,34.99,34.99,32.01,15
86007100,East Twin,27.425,100.00,27.43,27.43,100.00,15
86007200,North,88.003,96.20,88.00,88.00,96.20,15
86007300,Cedar,145.492,85.44,145.49,145.49,85.44,15
86007302,Little Cedar,16.636,46.01,16.64,16.64,46.01,15
86007800,Slough,45.813,100.00,45.81,45.81,100.00,15
86008300,Unnamed,11.038,100.00,11.04,11.04,100.00,15
86008600,Fountain,434.644,99.95,434.64,434.64,99.95,15
86008800,Mink,58.279,62.07,58.28,58.28,62.07,15
86008900,Tamarack,53.125,86.32,53.12,53.12,86.32,15
86009000,Buffalo,756.977,48.80,756.98,163.98,10.57,6
86009400,West Twin,31.272,100.00,31.27,31.27,100.00,15
86009500,Black,82.679,84.45,82.68,82.68,84.45,15
86010300,Ida,64.108,75.72,64.11,64.11,75.72,15
86010600,Little Waverly,338.001,100.00,338.00,114.12,33.76,5
86010700,Deer,135.457,79.19,135.46,98.32,57.48,8
86010800,Goose,51.931,100.00,51.93,51.93,100.00,15
86010900,Fadden,11.939,59.31,11.94,11.94,59.31,15
86011400,Waverly,146.751,30.05,146.75,107.78,22.07,9
86011600,Birch,74.121,75.10,74.12,74.12,75.10,15
86011800,Unnamed,6.002,100.00,6.00,6.00,100.00,15
86011900,Sullivan,39.432,55.87,39.43,45.85,64.96,20
86012000,Ramsey,155.23,50.21,155.23,128.59,41.59,11
86012200,Light Foot,60.424,87.99,60.42,60.42,87.99,15
86012300,North Twin,24.97,51.04,24.97,24.97,51.04,15
86012600,South Twin,36.29,82.62,36.29,36.29,82.62,15
86012700,Albert,35.09,60.62,35.09,35.09,60.62,15
86012900,Albert,32.151,100.00,32.15,32.15,100.00,15
86013101,North Berthiaume,18.683,78.73,18.68,18.68,78.73,15
86013102,South Berthiaume,11.587,58.94,11.59,11.59,58.94,15
86013200,Abbie,118.82,99.88,118.82,118.82,99.88,15
86013300,Angus,79.554,97.55,79.55,79.55,97.55,15
86013400,Maple,,,,,,
86013401,Upper Maple,393.403,51.95,393.40,393.40,51.95,15
86013402,Mud,118.53,100.00,118.53,118.53,100.00,15
86013900,Little Mary,127.208,98.93,127.21,127.21,98.93,15
86014000,Silver,37.667,45.54,37.67,17.24,20.84,6
86014600,Ida,108.385,47.69,108.38,135.39,59.58,23
86014700,Little Eagle,19.123,53.00,19.12,19.12,53.00,15
86014800,Eagle,99.318,53.21,99.32,83.10,44.52,12
86015200,Millstone,204.143,100.00,204.14,204.14,100.00,15
86015300,Unnamed (Otter),33.147,73.69,33.15,33.15,73.69,15
86015600,Mary,66.832,34.24,66.83,47.65,24.42,9
86016300,Limestone,97.929,53.34,97.93,87.88,47.87,13
86016400,Rice,77.025,83.93,77.03,55.09,60.03,6
86016800,Locke,61.93,46.44,61.93,26.52,19.88,7
86017100,Ember,36.03,61.14,36.03,36.03,61.14,15
86017600,Melrose,63.62,85.94,63.62,63.62,85.94,15
86017800,Dog,74.034,76.67,74.03,74.03,76.67,15
86018100,Little Rock,22.298,60.19,22.30,22.30,60.19,15
86018200,Rock,99.772,56.72,99.77,65.91,37.47,8
86018300,Fish,54.156,57.25,54.16,33.88,35.81,6
86018400,Dutch,119.602,73.69,119.60,119.60,73.69,15
86018800,Emma,188.569,100.00,188.57,188.57,100.00,15
86019000,Ann,282.162,75.16,282.16,111.89,29.81,7
86019200,Round,30.503,67.57,30.50,30.50,67.57,15
86019300,Mary,90.962,49.75,90.96,90.96,49.75,15
86019900,Howard,317.586,43.16,317.59,209.71,28.50,9
86020800,Swartout,292.865,98.92,292.86,292.86,98.92,15
86021100,Edward,100.338,99.77,100.34,100.34,99.77,15
86021200,Albion,249.038,100.00,249.04,249.04,100.00,15
86021300,Henshaw,272.2,100.00,272.20,272.20,100.00,15
86021700,Granite,118.179,33.47,118.18,87.98,24.92,11
86021800,Maxim,41.215,89.96,41.21,41.21,89.96,15
86022100,Camp,46.039,38.29,46.04,30.06,25.00,9
86022300,Indian,57.132,42.41,57.13,21.34,15.84,7
86022700,Cedar,276.719,35.33,276.72,263.25,33.61,14
86022900,Mink,251.823,84.50,251.82,251.82,84.50,15
86023000,Somers,147.267,99.71,147.27,147.27,99.71,15
86023300,Sugar,371.233,36.40,371.23,420.19,41.20,20
86023400,Bass,95.961,44.90,95.96,95.96,44.90,15
86023800,Nixon,36.601,61.45,36.60,36.60,61.45,15
86023900,Sheldon,18.81,37.84,18.81,18.81,37.84,15
86024200,Wiegand,35.743,84.21,35.74,35.74,84.21,15
86024300,Grass,63.908,69.43,63.91,61.61,66.93,13
86024700,Unnamed (Cassidy),9.229,61.10,9.23,9.23,61.10,15
86025100,Pleasant,291.243,50.98,291.24,326.45,57.15,18
86025200,Clearwater,3186.88,50.07,1595.60,50.07,1595.60,15
86025201,Clearwater (East),717.281,43.06,717.28,752.35,45.16,16
86025202,Clearwater (West),808.309,51.92,808.31,843.26,54.17,16
86025600,Chelgren,43.345,80.96,43.35,43.35,80.96,15
86026300,Cokato,183.613,33.67,183.61,88.85,16.29,4
86026400,Brooks,58.31,60.86,58.31,58.31,60.86,15
86026600,Mud,26.228,46.93,26.23,19.59,35.06,8
86026800,Unnamed,51.941,88.39,51.94,51.94,88.39,15
86027100,Moose,61.99,70.86,61.99,61.99,70.86,15
86027300,French,166.944,48.15,166.94,166.94,48.15,15
86027400,Dans,57.514,71.36,57.51,57.51,71.36,15
86027900,West Lake Sylvia,297.099,32.85,297.10,401.98,44.45,25
86028000,Pickeral,16.004,79.03,16.00,16.00,79.03,15
86028100,Caroline,65.754,50.14,65.75,45.86,34.96,9
86028200,Louisa,129.566,66.73,129.57,121.95,62.81,12
86028400,Augusta,60.937,34.31,60.94,58.71,33.05,14
86028600,Little John,23.257,48.83,23.26,23.26,48.83,15
86028800,John,284.53,71.58,284.53,284.53,71.58,15
86028900,East Lake Sylvia,209.542,31.34,209.54,259.53,38.82,24
86029300,Collinwood,383.202,60.27,383.20,224.79,35.35,9
86029700,Scott,54.662,66.82,54.66,25.48,31.15,3
86029800,Union,29.779,32.14,29.78,17.88,19.30,5.5
86032000,Unnamed (Hidden),4.126,52.23,4.13,4.13,52.23,15
86050600,Helmbrecht Pond,8.45,100.00,8.45,8.45,100.00,15
87001600,Curtis,381.531,100.00,381.53,381.53,100.00,15
87001900,Tyson,165.843,100.00,165.84,41.36,24.94,4
87003000,Wood,484.676,100.00,484.68,79.08,16.32,5
87018000,Del Clark,93.749,59.30,93.75,79.68,50.40,12
87018100,John Reservoir,19.337,100.00,19.34,5.60,28.94,2.5
NA,Teal,,,,,,
NA,Townline,,,,,,
